location_id,location_name,month,bucket_date,accounts_start,accounts_end,deactivated_accounts,active_members,churn_rate_accounts,churn_rate_members,new_signups,source_schema
204,Big Dan's Dale Mabry,Apr-26,2026-04-01,3946,4095,754,4750,19.107957425240750,18.193803559657218,449,big_dans_car_wash
204,Big Dan's Dale Mabry,May-26,2026-05-01,4095,4027,824,4723,20.122100122100122,18.757894736842105,273,big_dans_car_wash
204,Big Dan's Dale Mabry,Jun-26,2026-06-01,4027,3946,542,4654,13.459150732555252,12.619098030912555,204,big_dans_car_wash
205,Big Dan's Tarpon Springs,Jan-25,2025-01-01,3913,4023,248,5051,6.337848198313314,5.281262646701740,358,big_dans_car_wash
205,Big Dan's Tarpon Springs,Feb-25,2025-02-01,4023,4134,269,5148,6.686552324136216,5.741437339140764,380,big_dans_car_wash
205,Big Dan's Tarpon Springs,Mar-25,2025-03-01,4134,4122,343,5140,8.297048863086598,7.109557109557109,331,big_dans_car_wash
205,Big Dan's Tarpon Springs,Apr-25,2025-04-01,4122,3974,418,4982,10.140708393983503,8.657587548638132,270,big_dans_car_wash
205,Big Dan's Tarpon Springs,May-25,2025-05-01,3974,3870,318,4865,8.002013085052843,6.864712966680048,214,big_dans_car_wash
205,Big Dan's Tarpon Springs,Jun-25,2025-06-01,3870,3779,244,4774,6.304909560723514,5.323741007194244,153,big_dans_car_wash
205,Big Dan's Tarpon Springs,Jul-25,2025-07-01,3779,3659,254,4641,6.721354855781952,5.676581483033095,134,big_dans_car_wash
205,Big Dan's Tarpon Springs,Aug-25,2025-08-01,3659,3564,223,4537,6.094561355561628,5.042016806722689,128,big_dans_car_wash
205,Big Dan's Tarpon Springs,Sep-25,2025-09-01,3564,3577,256,4533,7.182940516273849,6.325765924619792,216,big_dans_car_wash
205,Big Dan's Tarpon Springs,Oct-25,2025-10-01,3577,3589,412,4548,11.518031870282359,10.699316126185748,175,big_dans_car_wash
205,Big Dan's Tarpon Springs,Nov-25,2025-11-01,3589,3628,426,4574,11.869601560323209,11.081794195250659,212,big_dans_car_wash
205,Big Dan's Tarpon Springs,Dec-25,2025-12-01,3628,3596,439,4541,12.100330760749724,11.018801923917796,168,big_dans_car_wash
205,Big Dan's Tarpon Springs,Jan-26,2026-01-01,3596,3645,423,4601,11.763070077864293,10.614402114071790,202,big_dans_car_wash
205,Big Dan's Tarpon Springs,Feb-26,2026-02-01,3645,3712,375,4661,10.288065843621399,9.454466420343403,219,big_dans_car_wash
205,Big Dan's Tarpon Springs,Mar-26,2026-03-01,3712,3752,439,4714,11.826508620689655,10.555674747908174,223,big_dans_car_wash
205,Big Dan's Tarpon Springs,Apr-26,2026-04-01,3751,3707,494,4696,13.169821380965075,11.691067260768088,220,big_dans_car_wash
205,Big Dan's Tarpon Springs,May-26,2026-05-01,3707,3586,500,4625,13.487995683841381,12.201873935264054,143,big_dans_car_wash
205,Big Dan's Tarpon Springs,Jun-26,2026-06-01,3586,3541,293,4583,8.170663692136084,7.783783783783783,94,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Jan-25,2025-01-01,4794,4871,315,5684,6.570713391739674,6.008201105366375,392,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Feb-25,2025-02-01,4871,4894,362,5701,7.431738862656538,6.896551724137931,385,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Mar-25,2025-03-01,4894,4813,519,5620,10.604822231303637,9.629889493071390,438,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Apr-25,2025-04-01,4813,4599,573,5400,11.905256596717224,10.658362989323843,359,big_dans_car_wash
206,Big Dan's Bradenton 14th St,May-25,2025-05-01,4599,4455,473,5241,10.284844531419873,9.277777777777777,329,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Jun-25,2025-06-01,4455,4306,367,5080,8.237934904601571,7.345926349933218,218,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Jul-25,2025-07-01,4306,4179,316,4928,7.338597306084533,6.811023622047244,189,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Aug-25,2025-08-01,4179,4148,283,4887,6.771955013161043,6.107954545454545,252,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Sep-25,2025-09-01,4148,4120,427,4842,10.294117647058823,9.433190096173521,314,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Oct-25,2025-10-01,4120,4345,671,5079,16.286407766990291,15.427509293680297,397,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Nov-25,2025-11-01,4345,4614,687,5355,15.811277330264672,14.825753101004134,529,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Dec-25,2025-12-01,4614,4742,733,5481,15.886432596445600,15.070028011204481,397,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Jan-26,2026-01-01,4742,4834,742,5574,15.647406157739350,14.358693669038496,406,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Feb-26,2026-02-01,4834,4924,702,5656,14.522134877947869,13.706494438464298,343,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Mar-26,2026-03-01,4925,5019,807,5762,16.385786802030456,15.060986388545165,434,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Apr-26,2026-04-01,5019,4834,1027,5616,20.462243474795776,19.212079139187782,362,big_dans_car_wash
206,Big Dan's Bradenton 14th St,May-26,2026-05-01,4834,4631,915,5457,18.928423665701282,17.841880341880341,263,big_dans_car_wash
206,Big Dan's Bradenton 14th St,Jun-26,2026-06-01,4629,4519,560,5347,12.097645279758047,11.166116611661166,218,big_dans_car_wash
207,Big Dan's Pinellas Park,Jan-25,2025-01-01,2711,2721,222,3037,8.188860199188491,7.806324110671936,232,big_dans_car_wash
207,Big Dan's Pinellas Park,Feb-25,2025-02-01,2721,2786,227,3110,8.342521131936787,7.639117550214027,292,big_dans_car_wash
207,Big Dan's Pinellas Park,Mar-25,2025-03-01,2786,2743,320,3074,11.486001435750179,10.643086816720257,277,big_dans_car_wash
207,Big Dan's Pinellas Park,Apr-25,2025-04-01,2743,2697,309,3026,11.265038279256288,10.377358490566037,263,big_dans_car_wash
207,Big Dan's Pinellas Park,May-25,2025-05-01,2697,2658,266,2981,9.862810530218761,9.187045604758757,227,big_dans_car_wash
207,Big Dan's Pinellas Park,Jun-25,2025-06-01,2658,2527,241,2847,9.066967644845748,8.419993290841999,110,big_dans_car_wash
207,Big Dan's Pinellas Park,Jul-25,2025-07-01,2527,2432,218,2761,8.626830233478432,7.973305233579206,123,big_dans_car_wash
207,Big Dan's Pinellas Park,Aug-25,2025-08-01,2432,2339,207,2662,8.511513157894736,7.931908728721477,114,big_dans_car_wash
207,Big Dan's Pinellas Park,Sep-25,2025-09-01,2339,2332,227,2643,9.705002137665669,9.353869271224643,179,big_dans_car_wash
207,Big Dan's Pinellas Park,Oct-25,2025-10-01,2332,2411,409,2719,17.538593481989708,16.988270904275444,293,big_dans_car_wash
207,Big Dan's Pinellas Park,Nov-25,2025-11-01,2411,2552,347,2856,14.392368311903774,13.644722324383964,315,big_dans_car_wash
207,Big Dan's Pinellas Park,Dec-25,2025-12-01,2552,2522,427,2808,16.731974921630094,16.596638655462184,232,big_dans_car_wash
207,Big Dan's Pinellas Park,Jan-26,2026-01-01,2522,2517,412,2799,16.336241078509119,15.669515669515669,207,big_dans_car_wash
207,Big Dan's Pinellas Park,Feb-26,2026-02-01,2517,2522,346,2802,13.746523639253079,13.147552697391925,190,big_dans_car_wash
207,Big Dan's Pinellas Park,Mar-26,2026-03-01,2522,2525,378,2807,14.988104678826328,14.668094218415417,206,big_dans_car_wash
207,Big Dan's Pinellas Park,Apr-26,2026-04-01,2525,2521,438,2825,17.346534653465346,16.530103313145707,262,big_dans_car_wash
207,Big Dan's Pinellas Park,May-26,2026-05-01,2521,2525,393,2842,15.589051963506545,15.362831858407079,216,big_dans_car_wash
207,Big Dan's Pinellas Park,Jun-26,2026-06-01,2525,2481,260,2801,10.297029702970297,9.570724841660802,102,big_dans_car_wash
208,Big Dan's Bradenton 301,Jan-25,2025-01-01,3549,3594,341,4244,9.608340377571146,8.700834326579261,386,big_dans_car_wash
208,Big Dan's Bradenton 301,Feb-25,2025-02-01,3594,3733,309,4379,8.597662771285475,7.752120640904806,448,big_dans_car_wash
208,Big Dan's Bradenton 301,Mar-25,2025-03-01,3733,3710,416,4362,11.143852129654433,10.047956154373144,393,big_dans_car_wash
208,Big Dan's Bradenton 301,Apr-25,2025-04-01,3710,3668,387,4316,10.431266846361185,9.330582301696469,345,big_dans_car_wash
208,Big Dan's Bradenton 301,May-25,2025-05-01,3668,3616,366,4257,9.978189749182115,8.943466172381835,314,big_dans_car_wash
208,Big Dan's Bradenton 301,Jun-25,2025-06-01,3616,3511,308,4141,8.517699115044247,7.634484378670425,203,big_dans_car_wash
208,Big Dan's Bradenton 301,Jul-25,2025-07-01,3511,3461,254,4079,7.234406152093420,6.616759236899299,204,big_dans_car_wash
208,Big Dan's Bradenton 301,Aug-25,2025-08-01,3461,3442,259,4055,7.483386304536261,6.619269428781564,240,big_dans_car_wash
208,Big Dan's Bradenton 301,Sep-25,2025-09-01,3442,3400,425,3994,12.347472399767576,11.467324290998766,272,big_dans_car_wash
208,Big Dan's Bradenton 301,Oct-25,2025-10-01,3400,3572,775,4163,22.794117647058823,21.707561342013019,385,big_dans_car_wash
208,Big Dan's Bradenton 301,Nov-25,2025-11-01,3572,3726,805,4327,22.536394176931690,20.778284890703819,444,big_dans_car_wash
208,Big Dan's Bradenton 301,Dec-25,2025-12-01,3726,3776,855,4374,22.946859903381642,21.261844233880286,372,big_dans_car_wash
208,Big Dan's Bradenton 301,Jan-26,2026-01-01,3776,3789,854,4383,22.616525423728813,21.444901691815272,309,big_dans_car_wash
208,Big Dan's Bradenton 301,Feb-26,2026-02-01,3789,3781,788,4376,20.797044074953813,19.666894820898927,279,big_dans_car_wash
208,Big Dan's Bradenton 301,Mar-26,2026-03-01,3783,3856,796,4462,21.041501453872587,19.529465509365006,329,big_dans_car_wash
208,Big Dan's Bradenton 301,Apr-26,2026-04-01,3856,3808,863,4411,22.380705394190871,21.134020618556701,353,big_dans_car_wash
208,Big Dan's Bradenton 301,May-26,2026-05-01,3807,3796,875,4425,22.983976884686104,21.678004535147392,315,big_dans_car_wash
208,Big Dan's Bradenton 301,Jun-26,2026-06-01,3798,3753,587,4427,15.455502896261190,14.769647696476964,190,big_dans_car_wash
209,Big Dan's OBT,Jan-25,2025-01-01,3099,3082,404,3424,13.036463375282349,12.015164771070282,387,big_dans_car_wash
209,Big Dan's OBT,Feb-25,2025-02-01,3082,3221,398,3583,12.913692407527579,11.945093457943925,537,big_dans_car_wash
209,Big Dan's OBT,Mar-25,2025-03-01,3221,3416,416,3791,12.915243713132567,11.973206809935807,611,big_dans_car_wash
209,Big Dan's OBT,Apr-25,2025-04-01,3416,3440,421,3818,12.324355971896955,11.158005803218148,445,big_dans_car_wash
209,Big Dan's OBT,May-25,2025-05-01,3440,3363,397,3737,11.540697674418604,10.738606600314300,320,big_dans_car_wash
209,Big Dan's OBT,Jun-25,2025-06-01,3363,3223,366,3588,10.883140053523639,10.061546695210061,226,big_dans_car_wash
209,Big Dan's OBT,Jul-25,2025-07-01,3223,3114,343,3472,10.642258765125659,9.894091415830546,234,big_dans_car_wash
209,Big Dan's OBT,Aug-25,2025-08-01,3114,3066,298,3413,9.569685292228644,8.986175115207373,250,big_dans_car_wash
209,Big Dan's OBT,Sep-25,2025-09-01,3066,2943,476,3268,15.525114155251141,14.825666569000878,241,big_dans_car_wash
209,Big Dan's OBT,Oct-25,2025-10-01,2943,2909,813,3226,27.624872579001019,26.591187270501835,221,big_dans_car_wash
209,Big Dan's OBT,Nov-25,2025-11-01,2909,2977,803,3294,27.603987624613269,26.503409795412275,342,big_dans_car_wash
209,Big Dan's OBT,Dec-25,2025-12-01,2977,2979,845,3281,28.384279475982532,27.504553734061930,300,big_dans_car_wash
209,Big Dan's OBT,Jan-26,2026-01-01,2979,2874,864,3168,29.003021148036253,27.765925022858884,249,big_dans_car_wash
209,Big Dan's OBT,Feb-26,2026-02-01,2874,2899,769,3186,26.757132915796798,25.536616161616161,371,big_dans_car_wash
209,Big Dan's OBT,Mar-26,2026-03-01,2900,2983,762,3289,26.275862068965517,25.290241606526513,406,big_dans_car_wash
209,Big Dan's OBT,Apr-26,2026-04-01,2983,3029,827,3367,27.723768018773047,26.999087868653086,409,big_dans_car_wash
209,Big Dan's OBT,May-26,2026-05-01,3029,2992,827,3337,27.302740178276658,27.056727056727056,310,big_dans_car_wash
209,Big Dan's OBT,Jun-26,2026-06-01,2992,2901,544,3253,18.181818181818181,17.710518429727299,184,big_dans_car_wash
210,Big Dan's John Young Pkwy,Jan-25,2025-01-01,3617,3568,502,4039,13.878905170030411,12.524509803921568,453,big_dans_car_wash
210,Big Dan's John Young Pkwy,Feb-25,2025-02-01,3568,3990,428,4493,11.995515695067264,10.918544194107452,850,big_dans_car_wash
210,Big Dan's John Young Pkwy,Mar-25,2025-03-01,3990,4423,487,4969,12.205513784461152,10.950367237925662,920,big_dans_car_wash
210,Big Dan's John Young Pkwy,Apr-25,2025-04-01,4423,4434,525,4997,11.869771648202577,10.786878647615214,536,big_dans_car_wash
210,Big Dan's John Young Pkwy,May-25,2025-05-01,4434,4337,503,4914,11.344158773116824,10.206123674204522,406,big_dans_car_wash
210,Big Dan's John Young Pkwy,Jun-25,2025-06-01,4337,4190,450,4767,10.375835831219737,9.442409442409442,303,big_dans_car_wash
210,Big Dan's John Young Pkwy,Jul-25,2025-07-01,4190,4090,457,4658,10.906921241050119,9.838472834067547,357,big_dans_car_wash
210,Big Dan's John Young Pkwy,Aug-25,2025-08-01,4090,4032,391,4589,9.559902200488997,8.759124087591240,333,big_dans_car_wash
210,Big Dan's John Young Pkwy,Sep-25,2025-09-01,4032,3918,566,4459,14.037698412698412,13.118326432774024,337,big_dans_car_wash
210,Big Dan's John Young Pkwy,Oct-25,2025-10-01,3918,3842,899,4374,22.945380296069423,22.135007849293563,267,big_dans_car_wash
210,Big Dan's John Young Pkwy,Nov-25,2025-11-01,3842,3810,871,4332,22.670484122852680,21.902149062642889,357,big_dans_car_wash
210,Big Dan's John Young Pkwy,Dec-25,2025-12-01,3810,3763,938,4273,24.619422572178477,22.783933518005540,396,big_dans_car_wash
210,Big Dan's John Young Pkwy,Jan-26,2026-01-01,3763,3715,879,4220,23.359022056869519,22.068804118886028,353,big_dans_car_wash
210,Big Dan's John Young Pkwy,Feb-26,2026-02-01,3715,3684,848,4180,22.826379542395693,21.587677725118483,456,big_dans_car_wash
210,Big Dan's John Young Pkwy,Mar-26,2026-03-01,3684,3811,754,4334,20.466883821932681,19.377990430622009,434,big_dans_car_wash
210,Big Dan's John Young Pkwy,Apr-26,2026-04-01,3810,3811,803,4384,21.076115485564304,19.778444495730440,411,big_dans_car_wash
210,Big Dan's John Young Pkwy,May-26,2026-05-01,3811,3863,808,4483,21.201784308580425,20.209854014598540,418,big_dans_car_wash
210,Big Dan's John Young Pkwy,Jun-26,2026-06-01,3863,3783,557,4410,14.418845456898783,13.807718045951371,238,big_dans_car_wash
211,Big Dan's Academy,Jan-25,2025-01-01,2341,2390,365,2603,15.591627509611277,14.667715296893432,414,big_dans_car_wash
211,Big Dan's Academy,Feb-25,2025-02-01,2390,2912,345,3153,14.435146443514644,13.599692662312716,867,big_dans_car_wash
211,Big Dan's Academy,Mar-25,2025-03-01,2912,3242,444,3524,15.247252747252747,14.367269267364414,774,big_dans_car_wash
211,Big Dan's Academy,Apr-25,2025-04-01,3242,3390,503,3692,15.515114127082048,14.699205448354143,651,big_dans_car_wash
211,Big Dan's Academy,May-25,2025-05-01,3390,3360,522,3683,15.398230088495575,14.219934994582881,492,big_dans_car_wash
211,Big Dan's Academy,Jun-25,2025-06-01,3360,3089,501,3415,14.910714285714285,13.956014118924789,230,big_dans_car_wash
211,Big Dan's Academy,Jul-25,2025-07-01,3089,2937,384,3254,12.431207510521204,11.654465592972181,232,big_dans_car_wash
211,Big Dan's Academy,Aug-25,2025-08-01,2937,2865,385,3167,13.108614232209737,12.323294406883835,313,big_dans_car_wash
211,Big Dan's Academy,Sep-25,2025-09-01,2865,2855,520,3132,18.150087260034904,17.524471108304389,431,big_dans_car_wash
211,Big Dan's Academy,Oct-25,2025-10-01,2855,3032,728,3303,25.499124343257443,25.287356321839080,497,big_dans_car_wash
211,Big Dan's Academy,Nov-25,2025-11-01,3032,3216,780,3482,25.725593667546174,25.582803511958825,616,big_dans_car_wash
211,Big Dan's Academy,Dec-25,2025-12-01,3216,3338,837,3611,26.026119402985074,25.272831705916140,568,big_dans_car_wash
211,Big Dan's Academy,Jan-26,2026-01-01,3338,3376,862,3653,25.823846614739364,25.394627527000830,496,big_dans_car_wash
211,Big Dan's Academy,Feb-26,2026-02-01,3376,3365,846,3654,25.059241706161137,24.527785381877908,483,big_dans_car_wash
211,Big Dan's Academy,Mar-26,2026-03-01,3365,3590,746,3892,22.169390787518573,21.455938697318007,604,big_dans_car_wash
211,Big Dan's Academy,Apr-26,2026-04-01,3590,3685,881,4032,24.540389972144846,24.691675231243576,535,big_dans_car_wash
211,Big Dan's Academy,May-26,2026-05-01,3685,3734,889,4133,24.124830393487109,23.363095238095238,431,big_dans_car_wash
211,Big Dan's Academy,Jun-26,2026-06-01,3733,3718,592,4138,15.858558799892847,15.392061955469506,300,big_dans_car_wash
212,Big Dan's St Pete,Jan-25,2025-01-01,3510,3438,427,3695,12.165242165242165,11.598829475924447,355,big_dans_car_wash
212,Big Dan's St Pete,Feb-25,2025-02-01,3438,3259,537,3531,15.619546247818499,14.749661705006765,358,big_dans_car_wash
212,Big Dan's St Pete,Mar-25,2025-03-01,3259,2919,854,3209,26.204357164774470,24.893797790994052,514,big_dans_car_wash
212,Big Dan's St Pete,Apr-25,2025-04-01,2919,2909,489,3190,16.752312435765673,15.830476784044873,479,big_dans_car_wash
212,Big Dan's St Pete,May-25,2025-05-01,2909,2789,435,3063,14.953592299759367,14.420062695924764,315,big_dans_car_wash
212,Big Dan's St Pete,Jun-25,2025-06-01,2789,2602,381,2872,13.660810326281821,12.863206007182500,194,big_dans_car_wash
212,Big Dan's St Pete,Jul-25,2025-07-01,2602,2492,328,2754,12.605687932359723,12.151810584958217,218,big_dans_car_wash
212,Big Dan's St Pete,Aug-25,2025-08-01,2492,2360,319,2618,12.800963081861958,12.018881626724763,187,big_dans_car_wash
212,Big Dan's St Pete,Sep-25,2025-09-01,2360,2397,344,2648,14.576271186440677,14.056531703590527,326,big_dans_car_wash
212,Big Dan's St Pete,Oct-25,2025-10-01,2397,2590,575,2828,23.988318731748018,23.187311178247734,461,big_dans_car_wash
212,Big Dan's St Pete,Nov-25,2025-11-01,2590,2776,574,3015,22.162162162162162,20.968882602545968,472,big_dans_car_wash
212,Big Dan's St Pete,Dec-25,2025-12-01,2776,2820,669,3045,24.099423631123919,23.150912106135986,389,big_dans_car_wash
212,Big Dan's St Pete,Jan-26,2026-01-01,2820,2913,654,3147,23.191489361702127,22.036124794745484,368,big_dans_car_wash
212,Big Dan's St Pete,Feb-26,2026-02-01,2913,2950,596,3182,20.460006865774116,19.574197648554178,333,big_dans_car_wash
212,Big Dan's St Pete,Mar-26,2026-03-01,2949,3307,624,3560,21.159715157680569,20.370952530650738,630,big_dans_car_wash
212,Big Dan's St Pete,Apr-26,2026-04-01,3307,3435,813,3744,24.584215300876927,23.679775280898876,552,big_dans_car_wash
212,Big Dan's St Pete,May-26,2026-05-01,3435,3340,868,3675,25.269286754002911,24.786324786324786,327,big_dans_car_wash
212,Big Dan's St Pete,Jun-26,2026-06-01,3340,3217,552,3560,16.526946107784431,16.217687074829931,189,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Jan-25,2025-01-01,41,49,1,59,2.439024390243902,2.083333333333333,9,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Feb-25,2025-02-01,49,60,1,71,2.040816326530612,1.694915254237288,12,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Mar-25,2025-03-01,60,74,0,88,0E-15,0E-15,14,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Apr-25,2025-04-01,74,86,3,100,4.054054054054054,3.409090909090909,15,big_dans_car_wash
213,Big Dan's Kissimmee OBT,May-25,2025-05-01,86,97,2,113,2.325581395348837,3.000000000000000,13,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Jun-25,2025-06-01,97,1619,16,1676,16.494845360824742,14.159292035398230,1538,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Jul-25,2025-07-01,1619,2206,181,2282,11.179740580605311,11.038186157517899,768,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Aug-25,2025-08-01,2206,2506,233,2591,10.562103354487760,10.254163014899211,533,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Sep-25,2025-09-01,2506,2620,466,2704,18.595371109337589,18.371285218062524,487,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Oct-25,2025-10-01,2620,2349,1131,2431,43.167938931297709,42.862426035502958,337,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Nov-25,2025-11-01,2349,2329,922,2419,39.250744997871434,38.790621143562320,501,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Dec-25,2025-12-01,2329,2303,853,2400,36.625161013310433,36.213311285655229,427,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Jan-26,2026-01-01,2303,2267,795,2374,34.520191055145462,34.166666666666666,369,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Feb-26,2026-02-01,2267,2325,706,2438,31.142479047198941,30.707666385846672,396,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Mar-26,2026-03-01,2325,2611,716,2753,30.795698924731182,30.762920426579163,581,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Apr-26,2026-04-01,2610,2668,812,2869,31.111111111111111,31.104651162790697,433,big_dans_car_wash
213,Big Dan's Kissimmee OBT,May-26,2026-05-01,2667,2665,890,2881,33.370828646419197,33.298465829846582,350,big_dans_car_wash
213,Big Dan's Kissimmee OBT,Jun-26,2026-06-01,2665,2612,574,2845,21.538461538461538,21.277334258937868,246,big_dans_car_wash
214,Big Dan's West Fletcher,Nov-25,2025-11-01,0,1687,15,1712,,,1702,big_dans_car_wash
214,Big Dan's West Fletcher,Dec-25,2025-12-01,1687,2419,311,2484,18.435091879075281,18.165887850467289,912,big_dans_car_wash
214,Big Dan's West Fletcher,Jan-26,2026-01-01,2419,2398,491,2470,20.297643654402645,20.048309178743961,244,big_dans_car_wash
214,Big Dan's West Fletcher,Feb-26,2026-02-01,2398,1937,868,2004,36.196830692243536,35.910931174089068,197,big_dans_car_wash
214,Big Dan's West Fletcher,Mar-26,2026-03-01,1936,1732,634,1816,32.747933884297520,32.601098352471293,258,big_dans_car_wash
214,Big Dan's West Fletcher,Apr-26,2026-04-01,1732,1773,409,1891,23.614318706697459,23.403083700440528,267,big_dans_car_wash
214,Big Dan's West Fletcher,May-26,2026-05-01,1773,1743,374,1892,21.094190637337845,20.729772607086197,169,big_dans_car_wash
214,Big Dan's West Fletcher,Jun-26,2026-06-01,1743,1703,217,1861,12.449799196787148,12.156448202959830,98,big_dans_car_wash
301,Big Dan's Columbia,Jan-25,2025-01-01,2155,2203,286,2506,13.271461716937354,11.996713229252259,334,big_dans_car_wash
301,Big Dan's Columbia,Feb-25,2025-02-01,2203,2196,292,2505,13.254652746255106,11.851556264964086,285,big_dans_car_wash
301,Big Dan's Columbia,Mar-25,2025-03-01,2196,2283,272,2593,12.386156648451730,11.217564870259481,359,big_dans_car_wash
301,Big Dan's Columbia,Apr-25,2025-04-01,2283,2269,318,2579,13.929040735873850,12.610875433860393,304,big_dans_car_wash
301,Big Dan's Columbia,May-25,2025-05-01,2269,2182,325,2488,14.323490524460114,12.834431950368359,238,big_dans_car_wash
301,Big Dan's Columbia,Jun-25,2025-06-01,2182,2182,248,2485,11.365719523373052,10.168810289389067,248,big_dans_car_wash
301,Big Dan's Columbia,Jul-25,2025-07-01,2182,2155,261,2443,11.961503208065994,11.146881287726358,234,big_dans_car_wash
301,Big Dan's Columbia,Aug-25,2025-08-01,2155,2189,234,2473,10.858468677494199,9.946786737617683,268,big_dans_car_wash
301,Big Dan's Columbia,Sep-25,2025-09-01,2189,2216,329,2472,15.029693924166285,14.516781237363526,303,big_dans_car_wash
301,Big Dan's Columbia,Oct-25,2025-10-01,2216,2186,476,2444,21.480144404332129,20.186084142394822,182,big_dans_car_wash
301,Big Dan's Columbia,Nov-25,2025-11-01,2186,2175,457,2434,20.905763952424519,19.394435351882160,241,big_dans_car_wash
301,Big Dan's Columbia,Dec-25,2025-12-01,2175,2038,488,2295,22.436781609195402,21.199671322925225,125,big_dans_car_wash
301,Big Dan's Columbia,Jan-26,2026-01-01,2038,2153,393,2404,19.283611383709519,17.821350762527233,308,big_dans_car_wash
301,Big Dan's Columbia,Feb-26,2026-02-01,2153,2093,441,2340,20.483046911286576,19.093178036605657,175,big_dans_car_wash
301,Big Dan's Columbia,Mar-26,2026-03-01,2092,2226,377,2484,18.021032504780114,16.716545532278751,276,big_dans_car_wash
301,Big Dan's Columbia,Apr-26,2026-04-01,2227,2230,475,2513,21.329142343960484,20.160965794768611,256,big_dans_car_wash
301,Big Dan's Columbia,May-26,2026-05-01,2230,2121,465,2431,20.852017937219730,19.140469558296856,140,big_dans_car_wash
301,Big Dan's Columbia,Jun-26,2026-06-01,2120,2064,297,2373,14.009433962264150,12.880658436213991,102,big_dans_car_wash
302,Big Dan's Fountain Inn,Jan-25,2025-01-01,3205,3243,407,3431,12.698907956318252,12.078152753108348,445,big_dans_car_wash
302,Big Dan's Fountain Inn,Feb-25,2025-02-01,3243,2772,739,2965,22.787542399013259,21.568055960361410,268,big_dans_car_wash
302,Big Dan's Fountain Inn,Mar-25,2025-03-01,2772,2496,668,2706,24.098124098124098,22.630691399662731,392,big_dans_car_wash
302,Big Dan's Fountain Inn,Apr-25,2025-04-01,2496,2442,369,2659,14.783653846153846,13.710273466371027,315,big_dans_car_wash
302,Big Dan's Fountain Inn,May-25,2025-05-01,2442,2364,294,2594,12.039312039312039,11.056788266265513,216,big_dans_car_wash
302,Big Dan's Fountain Inn,Jun-25,2025-06-01,2364,2380,237,2620,10.025380710659898,9.252120277563608,253,big_dans_car_wash
302,Big Dan's Fountain Inn,Jul-25,2025-07-01,2380,2251,304,2486,12.773109243697478,12.099236641221374,175,big_dans_car_wash
302,Big Dan's Fountain Inn,Aug-25,2025-08-01,2251,2160,270,2397,11.994669035984007,11.021721641190667,179,big_dans_car_wash
302,Big Dan's Fountain Inn,Sep-25,2025-09-01,2160,2068,338,2295,15.648148148148148,14.643304130162703,207,big_dans_car_wash
302,Big Dan's Fountain Inn,Oct-25,2025-10-01,2068,2006,441,2232,21.324951644100580,20.522875816993464,115,big_dans_car_wash
302,Big Dan's Fountain Inn,Nov-25,2025-11-01,2006,1954,397,2165,19.790628115653040,19.534050179211469,114,big_dans_car_wash
302,Big Dan's Fountain Inn,Dec-25,2025-12-01,1954,1880,342,2090,17.502558853633572,16.812933025404157,70,big_dans_car_wash
302,Big Dan's Fountain Inn,Jan-26,2026-01-01,1880,1836,334,2045,17.765957446808510,16.746411483253588,114,big_dans_car_wash
302,Big Dan's Fountain Inn,Feb-26,2026-02-01,1836,1959,300,2178,16.339869281045751,15.501222493887530,234,big_dans_car_wash
302,Big Dan's Fountain Inn,Mar-26,2026-03-01,1958,2129,307,2370,15.679264555669050,15.020670647680293,286,big_dans_car_wash
302,Big Dan's Fountain Inn,Apr-26,2026-04-01,2129,2194,397,2465,18.647252231094410,17.848101265822784,247,big_dans_car_wash
302,Big Dan's Fountain Inn,May-26,2026-05-01,2195,2197,406,2490,18.496583143507972,17.680454176804541,150,big_dans_car_wash
