source_file,Name,Latitude,Longitude,client_name,client_id,site_id,lat,lon,_Match,__longitude,__latitude,__name,2025 Estimate,Growth 2025-2020,Growth 2030-2025,2025 Average Age,Labor Force,Average Household Income,Median Household Income,Renter-Occupied,1 vehicle,2 vehicles,3 vehicles,4 vehicles,5 or more vehicles,Total Vehicles Available in the Market,Average Number of Vehicles Available,"$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999",Median Household Income.1,Average Household Income.1,Current Year Estimated Owner-Occupied Housing Units by Value,Count of Car Wash Competitors,Nearest Car Wash Competitors-Name,2nd Nearest Car Wash Competitors-Name,3rd Nearest Car Wash Competitors-Name,Nearest Car Wash Competitors-Distance,Nearest Car Wash Competitors-Competitor Type,Nearest Car Wash Competitors-Car Wash Type,Nearest Car Wash Competitors-Website,2nd Nearest Car Wash Competitors-Distance,2nd Nearest Car Wash Competitors-Competitor Type,2nd Nearest Car Wash Competitors-Car Wash Type,2nd Nearest Car Wash Competitors-Website,3rd Nearest Car Wash Competitors-Distance,3rd Nearest Car Wash Competitors-Competitor Type,3rd Nearest Car Wash Competitors-Car Wash Type,3rd Nearest Car Wash Competitors-Website,Count of ChainXY VT - Mass Merchant,Nearest ChainXY VT - Mass Merchant-Chain Name,Nearest ChainXY VT - Mass Merchant-Distance,2nd Nearest ChainXY VT - Mass Merchant-Chain Name,2nd Nearest ChainXY VT - Mass Merchant-Distance,3rd Nearest ChainXY VT - Mass Merchant-Chain Name,3rd Nearest ChainXY VT - Mass Merchant-Distance,Count of ChainXY VT - Grocery,Count of ChainXY VT - Department Store,Nearest StreetLight US Hourly-ttl_overnight,Nearest StreetLight US Hourly-ttl_breakfast,Nearest StreetLight US Hourly-ttl_lunch,Nearest StreetLight US Hourly-ttl_afternoon,Nearest StreetLight US Hourly-ttl_dinner,Nearest StreetLight US Hourly-ttl_night,Nearest StreetLight US Hourly-Highway,2025 % HH with Income $50K+,client_id_1,membership_wash_count_2025,retail_wash_count_2025,state,region
unique_clients_part_1_Batch_2562721.xlsx,bigdans_000378,28.381831,-81.426083,Big Danu0027s,bigdans_000378,21,28.381831,-81.426083,Lat/Lng,-81.426083,28.381831,Big Danu0027s,80421.65259429207,0.0553631369666671,0.0422084169592047,40.29821007019991,45101.47267783061,107541.6649363439,89345.26743098575,11888.57515417505,9935.3602780574,11949.79067772254,4377.221942039207,969.4581679042894,477.5267587816343,53232.07392514544,1.876009500006084,3844.950756206876,2783.006693050032,1797.028506594943,1214.359328010119,1601.654661083361,89345.26743098575,107541.6649363439,16530.82993130106,5,Big Dan's Car Wash ,Tidal Wave Auto Spa,Waters Car Wash,0.0139566754445892,National Chain,Express,www.bigdanscarwash.com,1.297951241628889,National Chain,Express,www.tidalwaveautospa.com,1.346722192643576,National Chain,Express,www.waterscarwash.com,2,Walmart USA,1.211765125225867,Target,1.417675048124399,,0.0,6,1,3,48,48,49,46,18,unclassified,74.44235090123777,bigdans_000378,161464.0,28076.0,FL,South
unique_clients_part_1_Batch_2562721.xlsx,bigdans_000378,34.030088,-84.648559,Big Danu0027s,bigdans_000378,22,34.030088,-84.648559,Lat/Lng,-84.648559,34.030088,Big Danu0027s,70495.64427430392,0.048792628437505,0.0689886432281071,39.63259695206622,41354.37618385011,131084.5617870059,105094.6142181389,6688.047672371322,7192.151510011347,10501.45601710828,4717.286721363547,1781.363144955598,552.2199133544927,52233.47585491341,2.04699861024545,3394.069912824838,2615.515854399651,1774.904087633244,1408.64432548912,2398.970638068335,105094.6142181389,131084.5617870059,18890.63473419897,8,Big Dan's Car Wash ,Tidal Wave Auto Spa,ScrubHub Car Wash,0.045726599204845,National Chain,Express (coming),www.bigdanscarwash.com,0.4396113796165261,National Chain,Express,www.tidalwaveautospa.com,1.695291458126804,Tunnel Car Wash,Express,www.scrubhubcarwash.com,2,Walmart USA,0.5519191072662308,Target,2.154082474429816,,0.0,5,0,542,3404,3364,3936,3769,2023,primary,78.95736042858178,bigdans_000378,86425.0,35660.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigdans_000378,31.580736,-84.177034,Big Danu0027s,bigdans_000378,23,31.580736,-84.177034,Lat/Lng,-84.177034,31.580736,Big Danu0027s,41304.45014181675,-0.0304350504903215,0.02186683711363,39.46084513338871,18222.15440972155,56606.75362623954,44351.89274889949,10213.81361478916,7994.141335577006,4776.562713164138,1362.503475291305,372.5674617092591,39.47528368560597,23322.42345304426,1.361515357316514,1218.081003554515,645.1375818258384,352.9549080620054,215.179259264376,141.3057090601651,44351.89274889949,56606.75362623954,6916.285409146571,4,Big Dan's Car Wash,Whistle Express Car Wash,Whistle Express Car Wash,0.0321415335866354,National Chain,Express,www.bigdanscarwash.com,1.892822992279946,National Chain,Express,www.whistleexpresscarwash.com,2.590325436447737,National Chain,Express,www.whistleexpresscarwash.com,2,Walmart USA,2.263958508446398,Walmart USA,2.447335696819837,,0.0,3,0,939,4132,3911,4172,3728,2578,primary,44.26283413914553,bigdans_000378,55656.0,25649.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigdans_000378,34.7296679,-87.6683898,Big Danu0027s,bigdans_000378,27,34.7296679,-87.6683898,Lat/Lng,-87.6683898,34.7296679,Big Danu0027s,30437.61193244986,0.0493117476187085,-0.0007035706927372,41.08834428757354,14639.72404845746,83290.44866741389,60618.23272533713,4623.124571845052,4905.604881910724,4682.21626344882,2169.352287867456,697.4788816598011,218.3077108088182,24659.54835309403,1.858404884848998,1302.061713074683,947.6297339990268,477.2007686445722,398.0204228312941,387.3716594406869,60618.23272533713,83290.44866741389,8646.173118953127,4,Big Dan's Car Wash,Long-Lewis Tunnel Wash,Mister Car Wash,0.0211881509071919,National Chain,Express ,www.bigdanscarwash.com,0.3401459529225465,Tunnel Car Wash,Flex/Detail,www.longlewisauto.com,1.029646530134447,National Chain,Express,www.mistercarwashes.com,1,Walmart USA,1.265272626434761,,0.0,,0.0,2,0,24,167,175,185,158,65,trunk_link,57.85450142735494,bigdans_000378,35218.0,19972.0,AL,South
unique_clients_part_1_Batch_2562721.xlsx,bigdans_000378,28.2458535,-81.2956721,Big Danu0027s,bigdans_000378,29,28.2458535,-81.2956721,Lat/Lng,-81.2956721,28.2458535,Big Danu0027s,52683.15628983139,0.1975893784192714,0.0678594506077006,40.87237259113851,27236.32255909039,95233.80923181088,77251.06516990156,6186.511398365314,6566.346996176406,7172.741415418452,2441.860353577067,1585.845307766809,207.9790653106174,35620.68744536483,1.901268293904341,2206.79559378064,1664.541466379771,1179.646253050189,794.7095014050719,673.2546684587724,77251.06516990156,95233.80923181088,12563.13342574885,3,Mister Car Wash,Mister Car Wash,Mister Car Wash,1.329930194841547,National Chain,Express,www.mistercarwash.com,1.736332080934142,National Chain,Express,www.mistercarwash.com,2.140754677420992,National Chain,Express,www.mistercarwash.com,2,Walmart USA,1.390190610975253,Walmart USA,1.543101128075033,,0.0,3,0,1462,5589,4511,4889,4926,3827,trunk,69.21314825556996,bigdans_000378,107029.0,27366.0,FL,South
unique_clients_part_1_Batch_2562721.xlsx,bigdans_000378,34.684616,-82.198322,Big Danu0027s,bigdans_000378,32,34.684616,-82.198322,Lat/Lng,-82.198322,34.684616,Big Danu0027s,20650.67967378613,0.2893781715277147,0.128771187696044,39.69525554790192,10951.90825180936,97906.9354202146,80344.89405292374,2097.562818997423,2323.97467435064,3181.321327575948,1560.462714082445,292.1991269534337,79.5625594232697,14934.61477667995,1.899269303683665,841.6318811309757,648.6554364153417,560.4550343743758,346.7158818072639,353.2114450470544,80344.89405292374,97906.9354202146,5768.267904060252,1,Big Dan's Car Wash (Coming),,,0.0042925187038492,National Chain,Express,www.bigdanscarwash.com,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,1,0,553,3639,2648,2878,2870,1549,secondary,69.43228784050967,bigdans_000378,68030.0,19560.0,SC,South
unique_clients_part_1_Batch_2562721.xlsx,bigdans_000378,27.7730942,-82.6799435,Big Danu0027s,bigdans_000378,33,27.7730942,-82.6799435,Lat/Lng,-82.6799435,27.7730942,Big Danu0027s,137491.8609237545,0.0314391204947021,0.0210526186845849,44.09847968266354,73265.21463700349,109647.8738084181,79616.53193562536,24064.84367318591,29640.64176947041,21823.70596163208,4824.118526420323,1140.762436591554,359.6525862696581,94121.72194971005,1.480132214450884,6662.230702517089,4616.767553037265,3415.983679581899,2702.743918502703,4056.80606224481,79616.53193562536,109647.8738084181,39538.01959689823,7,Big Dan's Car Wash,Woodie's Wash Shack (Coming),Woodie's Wash Shack,0.0073201007394263,National Chain,Express,www.bigdanscarwash.com,0.9723054155665052,National Chain,Express,www.woodieswash.com,1.284430824915842,National Chain,Express,www.woodieswash.com,2,Walmart USA,0.1153904593047698,Walmart USA,2.556468763555614,,0.0,8,0,684,3052,2396,2532,2434,1654,trunk,70.1164632259978,bigdans_000378,95049.0,29622.0,FL,South
unique_clients_part_1_Batch_2562721.xlsx,bigdans_000378,28.3049745,-81.4042193,Big Danu0027s,bigdans_000378,34,28.3049745,-81.4042193,Lat/Lng,-81.4042193,28.3049745,Big Danu0027s,93349.21366891242,0.1268814812936084,-0.009478298450429,39.22156582918371,49876.44225417008,78982.55898612144,61393.37746830014,16126.70687988063,13185.93816139735,11978.63049970521,4117.938267661142,870.3591506725643,198.4421730323229,53970.66143164306,1.681954996590792,3250.876649708953,2093.947202321375,1091.301963078557,572.4369204586837,808.292869152734,61393.37746830014,78982.55898612144,16016.63914296078,6,Big Dan's Car Wash,Auto Paradise Car Wash & Detai,Lightning Express Car Wash,0.0097647048231725,National Chain,Express,www.bigdanscarwash.com,0.9883405643989004,Tunnel Car Wash,Flex/Detail,www.autoparadisewash.com ‎,2.08925866868353,Tunnel Car Wash,Permanently Closed,,2,Walmart USA,1.895947965962121,Walmart USA,2.893171408994801,,0.0,2,1,2078,7700,5185,5542,5256,3912,primary,60.13895704574735,bigdans_000378,53296.0,16904.0,FL,South
unique_clients_part_1_Batch_2562721.xlsx,bigdans_000378,32.91848,-80.116109,Big Danu0027s,bigdans_000378,35,32.91848,-80.116109,Lat/Lng,-80.116109,32.91848,Big Danu0027s,53896.38655549835,0.1024470243593617,0.0555218686331506,38.20922111699023,30346.45779988292,106801.6176829204,86747.76742510265,7007.411431913657,6957.826479191845,8419.934675522592,3444.371516166015,975.0451133617316,152.5074213435873,38793.52793889993,1.907174721209886,2246.737894635335,1815.652283252697,1457.909276407645,1012.409845382004,1249.554918127025,86747.76742510265,106801.6176829204,13333.42441677557,4,Big Dan's Car Wash,Autobell Car Wash,Zips Car Wash,0.005235764579305,National Chain,Express,www.bigdanscarwash.com,0.291676794495535,National Chain,Full-Serve/Ext.,www.autobell.com,1.362453060722029,National Chain,Closed,,0,,0.0,,0.0,,0.0,3,0,1497,6374,3833,3587,3290,1905,trunk,75.49034276804738,bigdans_000378,86.0,2919.0,SC,South
unique_clients_part_1_Batch_2562721.xlsx,bigdans_000378,28.0652658,-82.5016182,Big Danu0027s,bigdans_000378,36,28.0652658,-82.5016182,Lat/Lng,-82.5016182,28.0652658,Big Danu0027s,107291.0735701353,0.0239456582122974,-0.0101072781193757,42.87946848581885,59874.60897609213,111191.4138034947,82645.06214428306,17840.41041700734,17752.84274071263,18408.18054437847,4984.260240492935,1217.838386395597,273.8493088372634,75762.58464071708,1.69084635827255,4975.97884131287,3086.422447269841,2659.103073410748,2221.184840157162,2948.854267857212,82645.06214428306,111191.4138034947,26972.82872324588,6,Big Dans Car Wash,Radiant Express Car Wash (Comi,Radiant Express Car Wash ,0.002239331708464,Tunnel Car Wash,Express,www.bigdanscarwash.com,1.568939729410777,National Chain,Express,www.radiantexpresscarwash.com,1.575407137747985,National Chain,Express,www.radiantexpresscarwash.com,4,Walmart USA,1.423702822894274,Walmart USA,1.475856258815163,Target,1.665543815094143,9,0,627,3877,2995,3550,3542,2152,secondary,72.3188431492851,bigdans_000378,7597.0,10244.0,FL,South
unique_clients_part_1_Batch_2562721.xlsx,bigdripcw_000655,33.2637823,-86.8112016,Big Drip Car Wash,bigdripcw_000655,1,33.2637823,-86.8112016,Lat/Lng,-86.8112016,33.2637823,Big Drip Car Wash,37188.59041690687,0.0318785646988265,0.0368262119773494,39.3461419663805,21229.11524106504,117556.5855440129,95949.8132013036,2352.731138674018,3749.530017304642,6031.154907663295,2515.707102638902,843.600284344051,244.1095415655291,27953.90998575179,2.032597558773932,1756.516727949725,1476.121557155973,1056.386991898529,743.9591231132508,875.5681555961492,95949.8132013036,117556.5855440129,11424.43874617957,5,Marc-1 Car Wash,Alabaster Car Wash and Wax ,Anthony's Full Service & Express Car Wash,0.5594855415066021,National Chain,Express ,www.marc1carwash.com,2.113142535553401,Tunnel Car Wash,Express,www.alabastercarwash.com,2.5255082224568,Tunnel Car Wash,Flex/Detail,www.anthonyscarwash.com,3,Walmart USA,2.03866834169212,Walmart USA,2.53451249349389,Target,2.766257320611704,3,1,68,842,798,916,794,324,primary_link,79.48394082094008,bigdripcw_000655,46377.0,31871.0,AL,South
unique_clients_part_1_Batch_2562721.xlsx,bigdripcw_000655,39.7647198,-86.1609106,Big Drip Car Wash,bigdripcw_000655,3,39.7647198,-86.1609106,Lat/Lng,-86.1609106,39.7647198,Big Drip Car Wash,107286.8584264705,0.0644386441627352,0.0594726979132794,35.71065060740478,58718.8369617844,98233.07341796462,68613.78405828391,27488.38942442543,22219.92779408118,15652.73019278236,3285.208068369335,941.6297690491338,430.8585552938748,69301.82423741982,1.439020522282691,4495.617825974352,2909.570642650175,2240.973137748721,1760.756637343467,2718.766535161629,68613.78405828391,98233.07341796462,20762.11045942841,1,Crew Car Wash,,,1.351021801603304,National Chain,Express,www.crewcarwash.com,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,6,0,76,96,92,105,112,129,tertiary,62.5849909745926,bigdripcw_000655,1147.0,3607.0,AL,South
unique_clients_part_1_Batch_2562721.xlsx,bighorncw_000712,46.606317,-112.0200597,Big Horn Car Wash,bighorncw_000712,1,46.606317,-112.0200597,Lat/Lng,-112.0200597,46.606317,Big Horn Car Wash,37869.90707687894,0.0477836618192903,0.0052846862837427,42.37667867680764,19515.10802223487,108560.6676502439,78769.85588663533,6516.538871959958,6562.616150605434,6163.232359743037,2288.441426750855,638.6462004046189,237.3218646548339,29495.59927523672,1.708195335931541,1686.628247478977,1245.159042763466,1057.756022858201,786.4414873917704,1079.89074042358,78769.85588663533,108560.6676502439,10771.8902757761,2,Woody's Car Wash,Town Pump Express Wash,,0.0047744237374181,Tunnel Car Wash,Express/Detail (touchless),www.woodyshelena.com,0.809685957789674,Tunnel Car Wash,Express/⛽ ,www.townpumpexpress.com,0.0,,,,2,Target,1.017990266494582,Walmart USA,1.652873513403949,,0.0,2,0,274,3449,3473,3642,2596,978,primary,69.36366173369002,bighorncw_000712,8707.0,28806.0,MT,West
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,33.0390694,-83.9384721,Big Peach Car Wash,bigpeachcw_000300,1,33.0390694,-83.9384721,Lat/Lng,-83.9384721,33.0390694,Big Peach Car Wash,9251.393695770006,0.1403123553754097,0.0567600481871317,40.88941998387543,4164.687073113571,104720.6428010727,86849.6105430168,1054.57469861093,1152.478649088414,1375.805491473293,308.7094189357013,161.7703455289593,154.4271195420297,6249.43486866809,1.90194178003264,445.246047045337,343.302382497699,189.4939627512358,133.6299772588536,150.4391812294489,86849.6105430168,104720.6428010727,2231.243476412725,1,Big Peach Car Wash,,,0.133866500174273,Tunnel Car Wash,Express,www.bigpeachcarwash.com,0.0,,,,0.0,,,,1,Walmart USA,0.3531734135766399,,0.0,,0.0,0,0,314,2850,2267,2513,2184,980,primary,72.95468087160789,bigpeachcw_000300,112547.0,32964.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,33.2948312,-83.9602158,Big Peach Car Wash,bigpeachcw_000300,3,33.2948312,-83.9602158,Lat/Lng,-83.9602158,33.2948312,Big Peach Car Wash,8548.934351603617,0.0822644900346574,0.0691349471910651,41.37456655570683,3940.341626462992,69903.12064903206,50427.92267908745,1147.078966454137,871.0121014034376,1378.215724741109,420.2946185159963,97.67649874812923,79.04149710945785,5674.24088697345,1.792266644770169,185.3866159762256,183.9490123074502,88.03957603429444,19.67818912351504,60.16838551778346,50427.92267908745,69903.12064903206,2018.879013922764,1,Big Peach Car Wash,,,0.0043843385601254,Tunnel Car Wash,Express ,www.bigpeachcarwash.com,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,1,0,507,3097,2403,2579,2385,1091,primary,50.44460216833016,bigpeachcw_000300,79967.0,36644.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,32.840811,-83.647396,Big Peach Car Wash,bigpeachcw_000300,4,32.840811,-83.647396,Lat/Lng,-83.647396,32.840811,Big Peach Car Wash,48222.80180640897,-0.011942015337434,-0.0022663365317205,39.48721846886708,19942.91137760557,60740.81797553263,37716.91997993879,12340.24947128823,8866.916198098159,5235.872034121247,1377.523681543651,529.3283051780891,131.0352427731268,26243.7207455496,1.309901611601837,1090.034180415561,630.292892815487,454.2890657721437,344.5372658968554,435.3535497568082,37716.91997993879,60740.81797553263,7711.425034264626,5,Big Peach Car Wash & Lube,Tommy’s Express® Car Wash ,Big Peach Car Wash,0.0048368453894977,National Chain,Express/Lube,www.bigpeachcarwash.com,1.369804229316111,National Chain,Express (coming),www.tommys-express.com,1.904514995151309,National Chain,Express,www.bigpeachcarwash.com,1,Walmart USA,2.624420359275621,,0.0,,0.0,1,0,296,1974,1443,1612,1389,707,primary_link,40.38560000537053,bigpeachcw_000300,15719.0,7649.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,33.54352,-83.9482099,Big Peach Car Wash,bigpeachcw_000300,5,33.54352,-83.9482099,Lat/Lng,-83.9482099,33.54352,Big Peach Car Wash,27287.08530682861,0.1081949913459908,0.1022439653424807,39.14098542909218,14788.84278075094,91158.52739291776,78601.14796281938,1951.095346007962,2321.842371677281,3508.896382156527,2045.366513522109,799.9064121833071,251.8235992561094,19934.47832157044,2.174344636342213,954.9249524162152,663.5781299257651,681.0265920830425,498.345881565474,281.7719890482258,78601.14796281938,91158.52739291776,7231.201695597032,1,Tidal Wave Auto Spa,,,2.401414175961373,National Chain,Express,www.tidalwaveautospa.com,0.0,,,,0.0,,,,1,Walmart USA,2.406739097576297,,0.0,,0.0,1,0,357,1935,1292,1751,1655,839,primary,71.47342159398465,bigpeachcw_000300,73792.0,33743.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,33.6374352,-84.0186611,Big Peach Car Wash,bigpeachcw_000300,7,33.6374352,-84.0186611,Lat/Lng,-84.0186611,33.6374352,Big Peach Car Wash,40556.7758201682,0.0490358529948634,0.0880225602645085,40.17153626667464,21094.00379933626,96803.29376734316,77524.1179942226,5701.69946190645,5523.465441166773,4891.418219655519,2080.705149716698,1208.808468010742,326.4863320281729,28016.08286181174,1.915890035672984,1763.722410213551,944.1974471386056,658.7655236813007,621.3816397321643,639.4477766898926,77524.1179942226,96803.29376734316,8927.976471219794,3,Mister Car Wash,Presto Car Wash ,Pride Car Wash ,0.6083380074638903,National Chain,Express,www.mistercarwash.com,1.68859965554219,Tunnel Car Wash,Express,www.prestocarwash.net,2.640864602839347,Tunnel Car Wash,Express ,www.pridecarwash.com,2,Target,0.3255338232147702,Walmart USA,1.653758729243904,,0.0,3,0,356,2049,1441,1547,1491,1024,trunk,70.90873653367983,bigpeachcw_000300,37542.0,22767.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,32.8535696,-83.6183516,Big Peach Car Wash,bigpeachcw_000300,8,32.8535696,-83.6183516,Lat/Lng,-83.6183516,32.8535696,Big Peach Car Wash,34296.2500280657,-0.0090264199719886,0.0048061418185616,39.52120976903837,14818.27210496977,61917.87005813775,39946.062825327,8809.83182057069,6088.724540936586,3852.170798801759,974.3680310290074,462.3839101740159,141.8054677960463,19274.73321130342,1.350705877662383,788.0029149698094,495.5430599648389,343.0463824509061,234.0987680717953,327.3546518185176,39946.062825327,61917.87005813775,5476.934223271266,3,Big Peach Car Wash,Tommy’s Express® Car Wash ,Big Peach Car Wash & Lube,0.0020891523141079,National Chain,Express,www.bigpeachcarwash.com,0.5531405092537552,National Chain,Express (coming),www.tommys-express.com,1.899872906024783,National Chain,Express/Lube,www.bigpeachcarwash.com,1,Walmart USA,0.7905877878965236,,0.0,,0.0,1,0,1575,8676,6743,7609,6677,3728,trunk,42.24298989699078,bigpeachcw_000300,13281.0,11015.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,30.499574,-84.328465,Big Peach Car Wash,bigpeachcw_000300,9,30.499574,-84.328465,Lat/Lng,-84.328465,30.499574,Big Peach Car Wash,45209.46453939163,0.0113069260647583,0.0234613690833931,37.53228519518832,26528.61078285781,86407.79044512978,66643.95395177518,9989.2072969093,7504.853609186364,7892.677438694867,2431.082735575852,582.3243490359746,227.0017754053697,34047.7629664744,1.748667425810824,1900.214269868331,1170.256514287088,836.9174014602322,661.1606808663346,654.9741453444585,66643.95395177518,86407.79044512978,9503.786317682709,2,Big Peach Car Wash,Whistle Express Car Wash,,0.0077415175099631,National Chain,Express,www.bigpeachcarwash.com,2.970090212086132,National Chain,Express,www.whistleexpresscarwash.com,0.0,,,,1,Walmart USA,0.9539572415534292,,0.0,,0.0,0,0,452,4314,2461,2429,2302,1123,trunk,63.70203590216057,bigpeachcw_000300,23548.0,16002.0,FL,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,33.1941083,-84.2833177,Big Peach Car Wash,bigpeachcw_000300,10,33.1941083,-84.2833177,Lat/Lng,-84.2833177,33.1941083,Big Peach Car Wash,14253.30381628638,0.0030793156613768,0.0062694219324485,41.27912292793852,6920.562200092711,123657.9081534804,79652.74263695574,1552.436309304554,1522.821722600842,2149.747433771845,859.0874243520666,396.1681670430116,175.21063114563,10860.30468710093,2.035788263408232,470.0076618213207,401.1886651080567,381.7650396453682,205.3270122362301,342.1690086578019,79652.74263695574,123657.9081534804,3790.683493839111,1,Big Peach Car Wash,,,0.0427162902377095,National Chain,Express,www.bigpeachcarwash.com,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,781,4165,2982,3482,3072,1318,trunk,68.0377695971677,bigpeachcw_000300,81224.0,32612.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,35.756406,-83.94195,Big Peach Car Wash,bigpeachcw_000300,11,35.756406,-83.94195,Lat/Lng,-83.94195,35.756406,Big Peach Car Wash,39616.96692721674,0.0222346590071079,0.0278691062072953,41.14929093236348,19587.30001309875,94108.56006194428,73459.80943407424,4787.07708648569,5061.550260429445,5922.346095784684,2439.631322917237,1037.360953819472,476.978377590829,30759.47212398256,1.975413642826086,1790.513075082912,1164.444464968226,795.2014497766504,446.9343836759799,646.3123394486611,73459.80943407424,94108.56006194428,10892.44364370062,4,Big Peach Car Wash (Coming),Zips Car Wash,Tidal Wave Auto Spa,0.0380260057828374,National Chain,Express,www.bigpeachcarwash.com,1.780989689306,National Chain,Express,www.zipscarwash.com,2.480469243301259,National Chain,Express,www.tidalwaveautospa.com,2,Target,2.775532628448247,Walmart USA,2.998554764066431,,0.0,3,0,565,5415,4740,5439,4460,2118,trunk,68.0123367458517,bigpeachcw_000300,14289.0,9911.0,TN,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,32.867664,-83.697896,Big Peach Car Wash,bigpeachcw_000300,12,32.867664,-83.697896,Lat/Lng,-83.697896,32.867664,Big Peach Car Wash,41937.31548595871,-0.0054881452732165,0.0114935625025271,40.6910042156011,20509.88763289875,97925.62310871451,66991.22973974487,8486.132091060048,7033.972027763491,6192.877565893345,1671.783283877419,729.8599963469896,272.5572908027098,28717.30345058395,1.622859717137518,1657.555159873795,1108.527411954245,851.9245229344815,767.1706279232167,860.7757268534042,66991.22973974487,97925.62310871451,9222.405946131565,4,Big Peach Car Wash,Mako Bay Car Wash,Tommy’s Express® Car Wash,0.0150092718340251,National Chain,Express,www.bigpeachcarwash.com,1.863767384864689,Tunnel Car Wash,Express,www.makobaycarwash.com ‎,1.924942824187329,National Chain,Express,www.tommys-express.com,0,,0.0,,0.0,,0.0,2,0,384,4392,3869,4102,3711,1669,primary,59.72870990688441,bigpeachcw_000300,55900.0,30147.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,33.702878,-85.156869,Big Peach Car Wash,bigpeachcw_000300,13,33.702878,-85.156869,Lat/Lng,-85.156869,33.702878,Big Peach Car Wash,10551.89601591192,0.0855170315972564,0.0356485185363782,39.58834486036707,5536.377121141151,111258.7108685821,83260.8468537733,1133.874737594742,887.6331818299368,1648.365346953971,762.8695108271204,281.8136839496437,113.9958407557569,8170.2063477966,2.119292865764978,313.4458306517918,253.592949194368,283.6875234467443,285.7521304523107,252.1218666620553,83260.8468537733,111258.7108685821,2722.053617662983,0,,,,0.0,,,,0.0,,,,0.0,,,,1,Walmart USA,0.5163335980535415,,0.0,,0.0,0,0,294,1780,1770,2204,2014,923,trunk,71.84814846299915,bigpeachcw_000300,89628.0,29253.0,GA,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,30.557267,-84.593516,Big Peach Car Wash,bigpeachcw_000300,14,30.557267,-84.593516,Lat/Lng,-84.593516,30.557267,Big Peach Car Wash,10024.45082354627,-0.0022272891231727,0.0113954696251224,40.59588421951877,3445.625899856677,57057.58325260872,42978.99206696729,1299.506931947428,1097.631862212904,1017.704929898726,638.4947697062744,115.4760751032736,23.79491318622604,5629.404897473403,1.547715534115411,212.4032897511497,83.40518777573016,56.18925814109389,37.87380804598797,38.95945715485141,42978.99206696729,57057.58325260872,2337.727930265712,1,Big Peach Car Wash,,,0.0096068548013698,National Chain,Express,www.bigpeachcarwash.com,0.0,,,,0.0,,,,1,Walmart USA,0.1220616641144099,,0.0,,0.0,2,0,226,1444,1069,1218,1166,619,secondary,43.01643883869753,bigpeachcw_000300,29371.0,16216.0,FL,South
unique_clients_part_1_Batch_2562721.xlsx,bigpeachcw_000300,34.0412215,-84.6025181,Big Peach Car Wash,bigpeachcw_000300,15,34.0412215,-84.6025181,Lat/Lng,-84.6025181,34.0412215,Big Peach Car Wash,80504.22915975295,0.050489064092127,0.0761739604787406,37.47659363969242,47173.7586955385,117056.1033854487,97212.76965910153,10318.70144167275,9005.061718716985,11971.65748218482,4771.682123300154,1683.086202610284,559.4294587220065,56792.91515703825,1.957590893937914,3692.695411999011,2819.612680957187,2096.972853713669,1618.684967752662,2174.452261209255,97212.76965910153,117056.1033854487,18764.7288619224,7,Tidal Wave Auto Spa,Glaze Car Wash,ScrubHub Car Wash,0.8144414162388757,National Chain,Express,www.tidalwaveautospa.com,1.198341927043118,Tunnel Car Wash,Express,No Website,1.754734340425777,Tunnel Car Wash,Express,www.scrubhubcarwash.com,1,Target,2.746529678426153,,0.0,,0.0,7,5,231,1180,1252,1498,1547,854,tertiary,77.17241961471612,bigpeachcw_000300,17506.0,11570.0,GA,South
