Name,Latitude,Longitude,client_name,client_id,site_id,lat,lon,_Match,__longitude,__latitude,__name,2025 Estimate,Growth 2025-2020,Growth 2030-2025,2025 Average Age,Labor Force,Average Household Income,Median Household Income,Renter-Occupied,1 vehicle,2 vehicles,3 vehicles,4 vehicles,5 or more vehicles,Total Vehicles Available in the Market,Average Number of Vehicles Available,"$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999",Median Household Income.1,Average Household Income.1,Current Year Estimated Owner-Occupied Housing Units by Value,Count of Car Wash Competitors,Nearest Car Wash Competitors-Name,2nd Nearest Car Wash Competitors-Name,3rd Nearest Car Wash Competitors-Name,Nearest Car Wash Competitors-Distance,Nearest Car Wash Competitors-Competitor Type,Nearest Car Wash Competitors-Car Wash Type,Nearest Car Wash Competitors-Website,2nd Nearest Car Wash Competitors-Distance,2nd Nearest Car Wash Competitors-Competitor Type,2nd Nearest Car Wash Competitors-Car Wash Type,2nd Nearest Car Wash Competitors-Website,3rd Nearest Car Wash Competitors-Distance,3rd Nearest Car Wash Competitors-Competitor Type,3rd Nearest Car Wash Competitors-Car Wash Type,3rd Nearest Car Wash Competitors-Website,Count of ChainXY VT - Mass Merchant,Nearest ChainXY VT - Mass Merchant-Chain Name,Nearest ChainXY VT - Mass Merchant-Distance,2nd Nearest ChainXY VT - Mass Merchant-Chain Name,2nd Nearest ChainXY VT - Mass Merchant-Distance,3rd Nearest ChainXY VT - Mass Merchant-Chain Name,3rd Nearest ChainXY VT - Mass Merchant-Distance,Count of ChainXY VT - Grocery,Count of ChainXY VT - Department Store,Nearest StreetLight US Hourly-ttl_overnight,Nearest StreetLight US Hourly-ttl_breakfast,Nearest StreetLight US Hourly-ttl_lunch,Nearest StreetLight US Hourly-ttl_afternoon,Nearest StreetLight US Hourly-ttl_dinner,Nearest StreetLight US Hourly-ttl_night,Nearest StreetLight US Hourly-Highway,2025 % HH with Income $50K+,client_id_1
bigdans_000378,25.8701907,-80.3452627,Big Danu0027s,bigdans_000378,8,25.8701907,-80.3452627,Lat/Lng,-80.3452627,25.8701907,Big Danu0027s,185207.27066253335,0.06151786941906357,0.021419019174459146,43.16741869835423,98763.3927300756,93957.60990861953,70466.02735814663,29282.26199246794,19888.379868361204,25765.881565309122,8749.291007057682,2264.5421267216007,599.1851450218819,109722.11025214831,1.7776246747658537,6349.270233973554,4264.764195109595,3091.8369232638834,2351.109344400046,2797.124864510515,70466.02735814663,93957.60990861953,32500.950645505378,3,El Car Wash,El Car Wash,El Car Wash,2.3069735618953695,National Chain,Express,https://elcarwash.com,2.5026021227811843,National Chain,Express,https://elcarwash.com,2.60149303834554,National Chain,Express,www.elcarwash.com,3,Walmart USA,0.8769638932300312,Walmart USA,1.4903877905494565,Target,2.0714928360418634,8,2,330,1103,777,627,379,354,tertiary,63.83209290810764,bigdans_000378
bigdans_000378,28.9144425,-81.9207297,Big Danu0027s,bigdans_000378,9,28.9144425,-81.9207297,Lat/Lng,-81.9207297,28.9144425,Big Danu0027s,28181.688483763282,0.044677756178353206,-0.03961112875963814,61.578892328935744,8800.36391009437,85582.9728637957,65584.65219563224,2850.562841773324,9244.612895012455,3881.309789010411,566.5401878165139,169.9190590888029,72.3904610191239,19748.48157793365,1.3457483892094622,1596.2089410627086,872.708768639277,529.4884748709737,365.69862075609853,458.7413104006846,65584.65219563224,85582.9728637957,11857.087350721442,2,Big Dan's Car Wash,Village Car Wash,,0.32958430713634695,National Chain,Express,www.bigdanscarwash.com,2.175243373160408,Tunnel Car Wash,Full-Service/Ext./Detail,www.thevillagecarwash.com,0.0,,,,1,Target,1.756021106707492,,0.0,,0.0,3,0,510,4180,3278,3217,2581,1175,trunk,60.78308249382485,bigdans_000378
bigdans_000378,28.1310565,-82.740612,Big Danu0027s,bigdans_000378,10,28.1310565,-82.740612,Lat/Lng,-82.740612,28.1310565,Big Danu0027s,51850.47345096024,0.014884979059368692,-0.0011679886208422587,48.90700685172979,24370.89445376111,134862.13284156827,90865.8131943223,5393.156488492794,9116.809977417695,8347.412739939464,2871.5352844006266,778.1457596701221,310.66229030746035,39092.13580071629,1.717026395602504,2570.5939867938287,1763.2798584895208,1270.3276486546965,991.8171805578168,2159.789512428688,90865.8131943223,134862.13284156827,17410.88186780864,3,Big Dan's Car Wash,Links Car Wash,Bubble Down Car Wash,0.023182536709838296,National Chain,Express,www.bigdanscarwash.com,0.5271118212245519,National Chain,Express,www.linkscarwash.com,2.2227176377913334,Tunnel Car Wash,Express,www.bubbledown.com,2,Walmart USA,1.1338752912930254,Walmart USA,2.477771356755514,,0.0,2,0,2091,10471,5847,5508,4740,2703,trunk,72.76664370567036,bigdans_000378
bigdans_000378,33.544905,-84.577001,Big Danu0027s,bigdans_000378,11,33.544905,-84.577001,Lat/Lng,-84.577001,33.544905,Big Danu0027s,32575.545100960066,0.06735066945683796,0.11120708740720135,37.00614561353966,18195.731273324345,94946.1372790846,78983.5524284395,6105.003813743009,4963.531662879337,3974.379112108436,1653.6392714630929,843.1535958817112,90.78239293972729,21699.73404971097,1.8222678002046568,1407.2644010559889,718.6217855134164,553.9831854148651,508.7542873491184,562.4829116382753,78983.5524284395,94946.1372790846,5803.088974415732,2,Big Dan's Car Wash,Union City Express Wash,,0.3659918272155981,National Chain,Express,www.bigdanscarwash.com,2.679042174401639,Tunnel Car Wash,Permanently closed,,0.0,,,,1,Walmart USA,2.821913445640391,,0.0,,0.0,2,0,1681,6080,3618,3665,3253,1959,motorway_link,66.54641893289626,bigdans_000378
bigdans_000378,33.901721,-84.776932,Big Danu0027s,bigdans_000378,12,33.901721,-84.776932,Lat/Lng,-84.776932,33.901721,Big Danu0027s,35139.1116448493,0.14295838176007766,0.11503034729950061,38.684781407596894,18521.067029083264,108840.66055368593,90008.88367938949,3805.7068891064264,3666.917373513803,5429.126484995941,2004.382592476206,703.1217540742364,309.5309016285464,24898.45964537398,1.943978171305847,1594.0346251584124,1195.8542604080867,930.4629794890061,772.1017270265147,661.1204981331248,90008.88367938949,108840.66055368593,9020.55723590008,6,Big Dan's Car Wash,Spirit Carwash,AquaShine Express Car Wash,0.014661462819322313,National Chain,Express,www.bigdanscarwash.com,0.5675895606252627,Tunnel Car Wash,Flex/Detail/Lube,www.facebook.com,0.7159506503494707,Tunnel Car Wash,Express,www.aquashineexpress.com,2,Walmart USA,1.2859872762005842,Target,2.1687128835067515,,0.0,4,1,1275,5163,3283,3238,3026,1440,trunk,79.20378027632557,bigdans_000378
bigdans_000378,27.429033,-82.576508,Big Danu0027s,bigdans_000378,13,27.429033,-82.576508,Lat/Lng,-82.576508,27.429033,Big Danu0027s,79664.41673017235,0.009227977755761993,-0.07381578453070974,45.243863315547024,36058.57504282275,82630.51869638229,57948.8852644619,13277.999840728124,18680.057408817345,9441.025661094696,2427.0942939688684,930.3705390053801,514.4089329087874,51136.9184334788,1.4850548047819871,3059.9488742570393,1677.1949582389789,1153.2646882307017,947.8538878721884,861.8165082981577,57948.8852644619,82630.51869638229,21192.068209107267,8,Big Dan's Car Wash,Tommy's Express® Car Wash,Sun & Suds Car Wash (coming),0.01804327213920877,National Chain,Express,www.bigdanscarwash.com,1.2666600001151227,National Chain,Express,www.tommys-express.com,2.244349100701488,Tunnel Car Wash,Express,www.sunandsudscarwashes.com,1,Target,0.26038796044153883,,0.0,,0.0,3,0,1101,5723,3469,3438,2999,2075,primary,56.26855369865011,bigdans_000378
bigdans_000378,34.013035,-81.04133,Big Danu0027s,bigdans_000378,14,34.013035,-81.04133,Lat/Lng,-81.04133,34.013035,Big Danu0027s,82709.09178620683,0.004401655128919352,-0.013527846067691217,35.94715869140034,41911.33148271186,83353.64080110018,55569.79596479653,21183.49112548848,16196.82738241239,10447.05274905864,3298.804000736447,883.2583997146576,240.74114541488234,51724.08420867205,1.4325315018083546,2801.200390962418,1906.7957035308355,1326.7133723678999,926.7108408026979,1519.7407577226404,55569.79596479653,83353.64080110018,14927.947814206185,2,Big Dan's Car Wash,WhiteWater Express Car Wash ,,0.005226581959716926,National Chain,Express,www.bigdanscarwash.com,1.3370635227697814,National Chain,Express,www.whitewatercw.com,0.0,,,,0,,0.0,,0.0,,0.0,7,0,893,5190,4702,5390,4348,2364,primary,53.929484212577044,bigdans_000378
bigdans_000378,28.468623,-81.395878,Big Danu0027s,bigdans_000378,15,28.468623,-81.395878,Lat/Lng,-81.395878,28.468623,Big Danu0027s,99128.43395425958,0.0707341262646767,0.031698250030972104,36.96245157181545,51746.198064279466,79491.31337264496,57452.36485173086,20891.378298727883,15165.301637705968,10894.319655938772,3476.9359835245123,1143.5294237713388,278.9265441040043,53353.49931576243,1.5231941567422398,3090.158949314151,2096.2481199984904,1419.612269655714,762.5017448582221,922.7536487088946,57452.36485173086,79491.31337264496,14231.684720491088,7,Big Dan's Car Wash ,Auto Paradise Car Wash,Mister Car Wash,0.013344298833215746,National Chain,Express ,www.bigdanscarwash.com,0.6127917824060718,Tunnel Car Wash,Flex/Detail,www.autoparadisewash.com,1.1316868989728353,National Chain,Express,www.mistercarwash.com,4,Walmart USA,0.47728260685887897,Target,1.3475124938836875,Walmart USA,2.2768998746627034,4,7,1328,3667,3384,3847,3570,2518,primary,55.69226621150058,bigdans_000378
bigdans_000378,34.5655822,-83.2979702,Big Danu0027s,bigdans_000378,16,34.5655822,-83.2979702,Lat/Lng,-83.2979702,34.5655822,Big Danu0027s,13854.856886349444,0.03697098940663646,0.0027729092365858595,42.52752609186804,6482.5491281026625,70531.69456366225,53796.36916540239,1974.498434448673,1797.7886214126484,2003.5511961836019,978.8779017656343,268.539147222531,200.03796733147465,10815.871144624252,1.9242677902923542,494.04517340648454,249.39339005271904,142.72311184590217,112.95444782526465,118.27078239357797,53796.36916540239,70531.69456366225,3655.3893079514382,3,Big Dan's Car Wash ,Bulldog Car Wash,Southern Wave Express Wash,0.004476994069285307,National Chain,Express(coming),www.bigdanscarwash.com,0.3721663865951273,Tunnel Car Wash,Full service/Lube,www.bulldogscarwash.com,0.645651645431636,Tunnel Car Wash,Express/SS,No website,1,Walmart USA,1.475218189896012,,0.0,,0.0,0,0,52,546,431,569,528,219,tertiary,53.456752581337454,bigdans_000378
bigdans_000378,33.725871,-84.171171,Big Danu0027s,bigdans_000378,17,33.725871,-84.171171,Lat/Lng,-84.171171,33.725871,Big Danu0027s,90784.20493682218,0.0024868384942146405,0.020464479297723055,38.5445056357044,49582.69652103819,82981.45810924281,67471.01246611538,17122.146257225657,13846.047428870806,11290.772465874674,3981.9663416417316,1625.5724367359653,404.78733682306483,56899.717816604534,1.6586907081790365,3531.4645929145627,2026.3705668337643,1362.5995623825584,908.5805752840824,974.1880856165662,67471.01246611538,82981.45810924281,17196.63070501224,5,Big Dan's Car Wash,Super Suds Car Wash,Cartopia Car Care Center,0.13072097723383802,National Chain,Express,www.bigdanscarwash.com,0.8982469184166294,Tunnel Car Wash,Express,www.supersudscarwash1.com,1.080972901114958,Tunnel Car Wash,Full-Service/Ext./Detail/Lube,www.cartopiacarwashandoillube.,1,Walmart USA,1.7682622533618262,,0.0,,0.0,5,0,2209,7227,4527,5305,5074,3863,secondary,64.54680804426215,bigdans_000378
bigdans_000378,27.448146,-82.533542,Big Danu0027s,bigdans_000378,18,27.448146,-82.533542,Lat/Lng,-82.533542,27.448146,Big Danu0027s,82710.62827087531,0.028189255312766684,-0.049364481034393615,44.33495164674086,37685.875315733836,86212.77677865919,62139.562223266665,10704.61158753524,15112.99182478874,10730.053964444669,3774.343119179015,1056.95193711319,417.818124084617,54213.02748009097,1.6395594800290278,3236.656173988362,2200.495229876251,1375.1399992239894,815.1467446658062,1042.3046980361687,62139.562223266665,86212.77677865919,22390.38379668258,7,Sud Stop Car Wash,Coastal Express Car Wash,Big Dan's Car Wash,0.01746587465773968,National Chain,Express,www.sudstopcarwash.com,1.8880410220265267,Tunnel Car Wash,Express,www.coastalexpresscarwash.com,2.2558648599850946,National Chain,Express,www.bigdanscarwash.com,3,Walmart USA,0.40054153713976864,Walmart USA,1.8368020210126452,Target,2.939972491857866,4,0,598,4827,3531,3481,3179,1944,primary,59.69433864083983,bigdans_000378
bigdans_000378,27.4668071,-82.5637865,Big Danu0027s,bigdans_000378,19,27.4668071,-82.5637865,Lat/Lng,-82.5637865,27.4668071,Big Danu0027s,120057.17689414625,0.02444544016124898,-0.05752957057797875,43.524253551712405,55846.74958907638,79563.57262894926,58706.352910888505,19506.09960514307,24474.242334769806,14250.912062787218,4237.777031565667,1453.2088849671418,774.100702857133,75372.73660919548,1.544687308555208,4402.186883445247,2734.12311528204,1614.4378610565327,1081.9685899820179,1155.272252110066,58706.352910888505,79563.57262894926,29387.525749674416,8,Big Dan's Car Wash,Woodie's Wash Shack (Coming),Blue Dolphin Car Wash,0.005346740335321961,National Chain,Express,www.bigdanscarwash.com,0.3088986980025849,National Chain,Express ,www.woodieswash.com,0.39949876120804945,Tunnel Car Wash,Full-Service/Ext./Detail,www.facebook.com,2,Target,2.5282917379596133,Walmart USA,2.545662205335664,,0.0,6,0,145,1236,1028,1134,903,462,secondary,57.733051305336296,bigdans_000378
bigdans_000378,25.9847704,-80.1762101,Big Danu0027s,bigdans_000378,20,25.9847704,-80.1762101,Lat/Lng,-80.1762101,25.9847704,Big Danu0027s,211945.41643430432,0.06789647260351812,0.018161947204483758,42.0732063039739,118679.9316138447,94636.11484883589,68814.07543132207,38675.255353507935,38195.31801929278,26234.362464206875,8201.337143140147,2390.698961037677,989.3078482398996,129777.38946247718,1.5643522386481676,8573.148043637862,4892.8392269369215,3354.275988697773,2765.2677869318286,3922.0611924349796,68814.07543132207,94636.11484883589,44351.736682265066,4,Sud Stop Car Wash,Chumi Car Wash,Sparkling Image Car Wash,0.049564878978708704,National Chain,Express,www.sudstopcarwash.com,1.9423439896555343,Tunnel Car Wash,Full-Service/Ext./⛽ ,No website,2.956362100266917,National Chain,Full-Service/Ext./Lube,www.sparklingimage.com,3,Target,1.948913545269418,Walmart USA,2.3563236839166093,Target,2.4126013738469463,9,3,1567,4051,2499,2383,2416,2275,primary,63.022898599904075,bigdans_000378
bigdans_000378,28.381831,-81.426083,Big Danu0027s,bigdans_000378,21,28.381831,-81.426083,Lat/Lng,-81.426083,28.381831,Big Danu0027s,80421.65259429207,0.05536313696666719,0.04220841695920477,40.29821007019991,45101.47267783061,107541.66493634389,89345.26743098575,11888.57515417505,9935.3602780574,11949.790677722543,4377.221942039207,969.4581679042894,477.52675878163427,53232.073925145436,1.8760095000060844,3844.9507562068757,2783.0066930500325,1797.0285065949429,1214.3593280101195,1601.6546610833611,89345.26743098575,107541.66493634389,16530.829931301065,5,Big Dan's Car Wash ,Tidal Wave Auto Spa,Waters Car Wash,0.013956675444589266,National Chain,Express,www.bigdanscarwash.com,1.2979512416288888,National Chain,Express,www.tidalwaveautospa.com,1.3467221926435755,National Chain,Express,www.waterscarwash.com,2,Walmart USA,1.2117651252258665,Target,1.417675048124399,,0.0,6,1,3,48,48,49,46,18,unclassified,74.44235090123777,bigdans_000378
bigdans_000378,34.030088,-84.648559,Big Danu0027s,bigdans_000378,22,34.030088,-84.648559,Lat/Lng,-84.648559,34.030088,Big Danu0027s,70495.64427430392,0.04879262843750509,0.06898864322810715,39.632596952066216,41354.37618385011,131084.56178700586,105094.61421813887,6688.047672371322,7192.1515100113465,10501.456017108285,4717.286721363547,1781.3631449555978,552.2199133544927,52233.47585491341,2.0469986102454505,3394.069912824838,2615.5158543996513,1774.9040876332438,1408.64432548912,2398.9706380683347,105094.61421813887,131084.56178700586,18890.634734198975,8,Big Dan's Car Wash ,Tidal Wave Auto Spa,ScrubHub Car Wash,0.04572659920484504,National Chain,Express (coming),www.bigdanscarwash.com,0.43961137961652613,National Chain,Express,www.tidalwaveautospa.com,1.695291458126804,Tunnel Car Wash,Express,www.scrubhubcarwash.com,2,Walmart USA,0.5519191072662308,Target,2.154082474429816,,0.0,5,0,542,3404,3364,3936,3769,2023,primary,78.95736042858178,bigdans_000378
bigdans_000378,31.580736,-84.177034,Big Danu0027s,bigdans_000378,23,31.580736,-84.177034,Lat/Lng,-84.177034,31.580736,Big Danu0027s,41304.45014181675,-0.03043505049032154,0.02186683711363,39.46084513338871,18222.154409721552,56606.753626239544,44351.89274889949,10213.813614789164,7994.1413355770055,4776.562713164138,1362.5034752913052,372.5674617092591,39.47528368560597,23322.423453044263,1.3615153573165144,1218.0810035545146,645.1375818258384,352.9549080620054,215.17925926437601,141.3057090601651,44351.89274889949,56606.753626239544,6916.285409146571,4,Big Dan's Car Wash,Whistle Express Car Wash,Whistle Express Car Wash,0.03214153358663549,National Chain,Express,www.bigdanscarwash.com,1.8928229922799464,National Chain,Express,www.whistleexpresscarwash.com,2.5903254364477366,National Chain,Express,www.whistleexpresscarwash.com,2,Walmart USA,2.2639585084463976,Walmart USA,2.447335696819837,,0.0,3,0,939,4132,3911,4172,3728,2578,primary,44.26283413914553,bigdans_000378
bigdans_000378,34.7296679,-87.6683898,Big Danu0027s,bigdans_000378,27,34.7296679,-87.6683898,Lat/Lng,-87.6683898,34.7296679,Big Danu0027s,30437.611932449858,0.04931174761870853,-0.0007035706927372976,41.08834428757354,14639.724048457458,83290.44866741389,60618.23272533713,4623.124571845052,4905.604881910724,4682.2162634488195,2169.3522878674557,697.4788816598011,218.30771080881823,24659.548353094026,1.8584048848489985,1302.0617130746832,947.6297339990269,477.20076864457224,398.0204228312941,387.3716594406869,60618.23272533713,83290.44866741389,8646.173118953127,4,Big Dan's Car Wash,Long-Lewis Tunnel Wash,Mister Car Wash,0.02118815090719194,National Chain,Express ,www.bigdanscarwash.com,0.34014595292254646,Tunnel Car Wash,Flex/Detail,www.longlewisauto.com,1.0296465301344466,National Chain,Express,www.mistercarwashes.com,1,Walmart USA,1.2652726264347607,,0.0,,0.0,2,0,24,167,175,185,158,65,trunk_link,57.85450142735494,bigdans_000378
bigdans_000378,28.2458535,-81.2956721,Big Danu0027s,bigdans_000378,29,28.2458535,-81.2956721,Lat/Lng,-81.2956721,28.2458535,Big Danu0027s,52683.156289831386,0.19758937841927138,0.06785945060770061,40.872372591138515,27236.32255909039,95233.80923181088,77251.06516990156,6186.511398365314,6566.346996176406,7172.741415418452,2441.860353577067,1585.8453077668091,207.97906531061744,35620.687445364834,1.901268293904341,2206.79559378064,1664.541466379771,1179.6462530501885,794.7095014050719,673.2546684587724,77251.06516990156,95233.80923181088,12563.133425748849,3,Mister Car Wash,Mister Car Wash,Mister Car Wash,1.329930194841547,National Chain,Express,www.mistercarwash.com,1.7363320809341418,National Chain,Express,www.mistercarwash.com,2.140754677420992,National Chain,Express,www.mistercarwash.com,2,Walmart USA,1.3901906109752529,Walmart USA,1.5431011280750333,,0.0,3,0,1462,5589,4511,4889,4926,3827,trunk,69.21314825556996,bigdans_000378
bigdans_000378,34.684616,-82.198322,Big Danu0027s,bigdans_000378,32,34.684616,-82.198322,Lat/Lng,-82.198322,34.684616,Big Danu0027s,20650.67967378613,0.28937817152771467,0.12877118769604398,39.69525554790192,10951.908251809364,97906.93542021459,80344.89405292374,2097.562818997423,2323.9746743506403,3181.321327575948,1560.462714082445,292.19912695343373,79.5625594232697,14934.614776679955,1.8992693036836652,841.6318811309757,648.6554364153417,560.4550343743758,346.71588180726394,353.21144504705444,80344.89405292374,97906.93542021459,5768.2679040602525,1,Big Dan's Car Wash (Coming),,,0.004292518703849219,National Chain,Express,www.bigdanscarwash.com,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,1,0,553,3639,2648,2878,2870,1549,secondary,69.43228784050967,bigdans_000378
bigdans_000378,27.7730942,-82.6799435,Big Danu0027s,bigdans_000378,33,27.7730942,-82.6799435,Lat/Lng,-82.6799435,27.7730942,Big Danu0027s,137491.86092375452,0.03143912049470211,0.021052618684584985,44.098479682663545,73265.21463700349,109647.87380841808,79616.53193562536,24064.84367318591,29640.641769470414,21823.705961632077,4824.118526420323,1140.7624365915544,359.65258626965806,94121.72194971005,1.480132214450884,6662.2307025170885,4616.767553037265,3415.983679581899,2702.7439185027033,4056.80606224481,79616.53193562536,109647.87380841808,39538.01959689823,7,Big Dan's Car Wash,Woodie's Wash Shack (Coming),Woodie's Wash Shack,0.007320100739426392,National Chain,Express,www.bigdanscarwash.com,0.9723054155665053,National Chain,Express,www.woodieswash.com,1.2844308249158425,National Chain,Express,www.woodieswash.com,2,Walmart USA,0.11539045930476978,Walmart USA,2.556468763555614,,0.0,8,0,684,3052,2396,2532,2434,1654,trunk,70.1164632259978,bigdans_000378
bigdans_000378,28.3049745,-81.4042193,Big Danu0027s,bigdans_000378,34,28.3049745,-81.4042193,Lat/Lng,-81.4042193,28.3049745,Big Danu0027s,93349.21366891242,0.12688148129360838,-0.009478298450429025,39.22156582918371,49876.44225417008,78982.55898612144,61393.37746830014,16126.706879880629,13185.938161397353,11978.630499705207,4117.938267661142,870.3591506725643,198.4421730323229,53970.661431643064,1.6819549965907918,3250.8766497089528,2093.947202321375,1091.3019630785566,572.4369204586837,808.292869152734,61393.37746830014,78982.55898612144,16016.639142960776,6,Big Dan's Car Wash,Auto Paradise Car Wash & Detai,Lightning Express Car Wash,0.009764704823172531,National Chain,Express,www.bigdanscarwash.com,0.9883405643989004,Tunnel Car Wash,Flex/Detail,www.autoparadisewash.com ‎,2.08925866868353,Tunnel Car Wash,Permanently Closed,,2,Walmart USA,1.8959479659621206,Walmart USA,2.893171408994801,,0.0,2,1,2078,7700,5185,5542,5256,3912,primary,60.138957045747354,bigdans_000378
bigdans_000378,32.91848,-80.116109,Big Danu0027s,bigdans_000378,35,32.91848,-80.116109,Lat/Lng,-80.116109,32.91848,Big Danu0027s,53896.38655549835,0.1024470243593617,0.055521868633150694,38.20922111699023,30346.45779988292,106801.61768292036,86747.76742510265,7007.411431913657,6957.826479191845,8419.934675522592,3444.3715161660148,975.0451133617316,152.50742134358734,38793.52793889993,1.9071747212098864,2246.7378946353347,1815.652283252697,1457.909276407645,1012.4098453820043,1249.5549181270253,86747.76742510265,106801.61768292036,13333.424416775571,4,Big Dan's Car Wash,Autobell Car Wash,Zips Car Wash,0.0052357645793050245,National Chain,Express,www.bigdanscarwash.com,0.29167679449553496,National Chain,Full-Serve/Ext.,www.autobell.com,1.362453060722029,National Chain,Closed,,0,,0.0,,0.0,,0.0,3,0,1497,6374,3833,3587,3290,1905,trunk,75.49034276804738,bigdans_000378
bigdans_000378,28.0652658,-82.5016182,Big Danu0027s,bigdans_000378,36,28.0652658,-82.5016182,Lat/Lng,-82.5016182,28.0652658,Big Danu0027s,107291.07357013528,0.023945658212297483,-0.010107278119375767,42.879468485818855,59874.60897609213,111191.41380349474,82645.06214428306,17840.41041700734,17752.84274071263,18408.18054437847,4984.260240492935,1217.838386395597,273.8493088372634,75762.58464071708,1.69084635827255,4975.97884131287,3086.4224472698406,2659.103073410748,2221.1848401571624,2948.854267857212,82645.06214428306,111191.41380349474,26972.828723245882,6,Big Dans Car Wash,Radiant Express Car Wash (Comi,Radiant Express Car Wash ,0.002239331708464019,Tunnel Car Wash,Express,www.bigdanscarwash.com,1.5689397294107768,National Chain,Express,www.radiantexpresscarwash.com,1.5754071377479852,National Chain,Express,www.radiantexpresscarwash.com,4,Walmart USA,1.4237028228942739,Walmart USA,1.4758562588151627,Target,1.6655438150941428,9,0,627,3877,2995,3550,3542,2152,secondary,72.3188431492851,bigdans_000378
bigdripcw_000655,33.2637823,-86.8112016,Big Drip Car Wash,bigdripcw_000655,1,33.2637823,-86.8112016,Lat/Lng,-86.8112016,33.2637823,Big Drip Car Wash,37188.59041690687,0.03187856469882655,0.03682621197734942,39.3461419663805,21229.11524106504,117556.58554401288,95949.8132013036,2352.7311386740184,3749.5300173046417,6031.154907663295,2515.707102638902,843.600284344051,244.10954156552907,27953.909985751787,2.0325975587739316,1756.5167279497255,1476.1215571559733,1056.3869918985292,743.9591231132508,875.5681555961492,95949.8132013036,117556.58554401288,11424.43874617957,5,Marc-1 Car Wash,Alabaster Car Wash and Wax ,Anthony's Full Service & Express Car Wash,0.5594855415066021,National Chain,Express ,www.marc1carwash.com,2.1131425355534006,Tunnel Car Wash,Express,www.alabastercarwash.com,2.5255082224568,Tunnel Car Wash,Flex/Detail,www.anthonyscarwash.com,3,Walmart USA,2.0386683416921203,Walmart USA,2.53451249349389,Target,2.766257320611704,3,1,68,842,798,916,794,324,primary_link,79.48394082094008,bigdripcw_000655
bigdripcw_000655,39.7647198,-86.1609106,Big Drip Car Wash,bigdripcw_000655,3,39.7647198,-86.1609106,Lat/Lng,-86.1609106,39.7647198,Big Drip Car Wash,107286.85842647048,0.06443864416273525,0.05947269791327946,35.71065060740478,58718.8369617844,98233.07341796462,68613.78405828391,27488.389424425426,22219.927794081177,15652.730192782361,3285.208068369335,941.6297690491338,430.8585552938748,69301.82423741982,1.4390205222826913,4495.617825974352,2909.5706426501747,2240.9731377487205,1760.7566373434674,2718.766535161629,68613.78405828391,98233.07341796462,20762.11045942841,1,Crew Car Wash,,,1.3510218016033042,National Chain,Express,www.crewcarwash.com,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,6,0,76,96,92,105,112,129,tertiary,62.5849909745926,bigdripcw_000655
bighorncw_000712,46.606317,-112.0200597,Big Horn Car Wash,bighorncw_000712,1,46.606317,-112.0200597,Lat/Lng,-112.0200597,46.606317,Big Horn Car Wash,37869.90707687894,0.047783661819290335,0.005284686283742757,42.376678676807636,19515.10802223487,108560.66765024388,78769.85588663533,6516.538871959958,6562.616150605434,6163.232359743037,2288.4414267508546,638.6462004046189,237.32186465483392,29495.599275236716,1.7081953359315414,1686.6282474789768,1245.1590427634655,1057.7560228582006,786.4414873917704,1079.8907404235797,78769.85588663533,108560.66765024388,10771.890275776095,2,Woody's Car Wash,Town Pump Express Wash,,0.004774423737418108,Tunnel Car Wash,Express/Detail (touchless),www.woodyshelena.com,0.809685957789674,Tunnel Car Wash,Express/⛽ ,www.townpumpexpress.com,0.0,,,,2,Target,1.0179902664945824,Walmart USA,1.6528735134039492,,0.0,2,0,274,3449,3473,3642,2596,978,primary,69.36366173369002,bighorncw_000712
bigpeachcw_000300,33.0390694,-83.9384721,Big Peach Car Wash,bigpeachcw_000300,1,33.0390694,-83.9384721,Lat/Lng,-83.9384721,33.0390694,Big Peach Car Wash,9251.393695770006,0.14031235537540973,0.056760048187131706,40.88941998387543,4164.687073113571,104720.6428010727,86849.6105430168,1054.5746986109298,1152.4786490884144,1375.805491473293,308.70941893570125,161.7703455289593,154.4271195420297,6249.43486866809,1.90194178003264,445.24604704533704,343.302382497699,189.4939627512358,133.62997725885361,150.43918122944888,86849.6105430168,104720.6428010727,2231.2434764127247,1,Big Peach Car Wash,,,0.13386650017427298,Tunnel Car Wash,Express,www.bigpeachcarwash.com,0.0,,,,0.0,,,,1,Walmart USA,0.3531734135766399,,0.0,,0.0,0,0,314,2850,2267,2513,2184,980,primary,72.95468087160789,bigpeachcw_000300
bigpeachcw_000300,33.2948312,-83.9602158,Big Peach Car Wash,bigpeachcw_000300,3,33.2948312,-83.9602158,Lat/Lng,-83.9602158,33.2948312,Big Peach Car Wash,8548.934351603617,0.08226449003465744,0.06913494719106518,41.37456655570683,3940.3416264629923,69903.12064903206,50427.92267908745,1147.0789664541371,871.0121014034376,1378.2157247411087,420.29461851599626,97.67649874812923,79.04149710945785,5674.24088697345,1.7922666447701692,185.38661597622558,183.94901230745018,88.03957603429444,19.67818912351504,60.16838551778346,50427.92267908745,69903.12064903206,2018.879013922764,1,Big Peach Car Wash,,,0.004384338560125401,Tunnel Car Wash,Express ,www.bigpeachcarwash.com,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,1,0,507,3097,2403,2579,2385,1091,primary,50.44460216833016,bigpeachcw_000300
