weather_total_precipitation_mm,weather_rainy_days,weather_total_snowfall_cm,weather_days_below_freezing,weather_total_sunshine_hours,weather_days_pleasant_temp,weather_avg_daily_max_windspeed_ms,nearest_gas_station_distance_miles,nearest_gas_station_rating,nearest_gas_station_rating_count,competitors_count_4miles,competitor_1_google_rating,competitor_1_distance_miles,competitor_1_rating_count,distance_nearest_costco(5 mile),distance_nearest_walmart(5 mile),distance_nearest_target (5 mile),other_grocery_count_1mile,count_food_joints_0_5miles (0.5 mile),current_count,client_id,street,city,zip,site_client_id,location_id,_match_type,age_on_30_sep_25,region,state,region_enc,state_enc,costco_enc,tunnel_count,carwash_type_encoded,primary_carwash_type,official_website
1379.4,174.0,0.0,0.0,3689.950969,149.0,15.29180328,0.05,3.0,292,12.0,,2.25,,4.15,3.58,3.29,1.0,5.0,185986.55,Cool Clean Car Wash,1255 W Palmetto Park Rd,Boca Raton,33486,380,1,chain+street+zip,5.0,South,FL,2,7,4.15,1,2,Flex,https://coolcleanwash.com/
1290.3,169.0,0.0,0.0,3646.002331,154.0,16.38879781,0.24,4.2,35,11.0,5.0,0.9,2.0,1.99,2.07,1.68,1.0,9.0,156684.66,Pelican Auto Wash,11370 US-1,North Palm Beach,33408,1102,1,chain+street+zip,3.0,South,FL,2,7,1.99,1,3,Full Service,https://www.pelicanautowash.com/
1104.0,139.0,59.92,92.0,3003.449169,138.0,16.87377049,0.32,3.0,1,7.0,4.0,0.35,147.0,,1.11,,4.0,3.0,145447.32,Wash Rite,2504 Grand Central Ave,Vienna,26105,1557,3,chain+street+zip,3.0,South,WV,2,44,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/
1136.9,158.0,0.0,0.0,3697.369875,168.0,17.54453552,0.42,4.3,363,11.0,3.8,0.89,220.0,0.85,2.43,4.36,1.0,3.0,413482.43,Waters Car Wash,2375 S Kanner Hwy,Stuart,34994,1589,1,chain+street+zip,5.0,South,FL,2,7,0.85,3,1,Express Tunnel,http://waterscarwash.mywashaccount.com/
873.2,141.0,123.55,125.0,2779.106392,111.0,20.49453552,0.2,3.4,41,6.0,4.1,0.11,65.0,,1.83,1.94,1.0,0.0,42628.44,David Chevrolet,10225 Niagara Falls Blvd,Niagara Falls,14304,412,1,chain+street+zip,9.0,Northeast,NY,1,28,99.0,0,3,Full Service,https://www.davidchevrolet.com/
1176.6,108.0,29.54,64.0,3243.196819,149.0,18.21967213,0.36,4.9,10,12.0,4.6,0.13,419.0,,0.15,1.87,4.0,11.0,176080.0,Blue Iguana,3155 S Campbell Ave,Springfield,65807,89,7,chain+street+zip,2.0,Midwest,MO,0,18,99.0,1,1,Express Tunnel,https://blueiguana.com/
1154.7,132.0,8.4,40.0,3345.939872,173.0,15.84672131,0.85,2.6,5,13.0,5.0,0.64,2.0,,2.31,4.32,1.0,0.0,74568.98,FoamWorks Express,369 Westfork Ct,Lithia Springs,30122,508,8,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://foamworkscarwash.com/
1503.5,144.0,8.82,17.0,3461.572894,154.0,13.8942623,0.1,3.5,47,4.0,4.9,0.29,77.0,,0.1,,2.0,3.0,89872.0,Go Clean Pensacola,6658 Mobile Hwy,Pensacola,32526,560,2,chain+street+zip,2.0,South,FL,2,7,99.0,0,1,Express Tunnel,
1737.4,168.0,5.6,9.0,3433.949506,146.0,18.17978142,0.27,4.0,75,8.0,5.0,2.37,2.0,3.29,2.25,3.3,1.0,3.0,237883.0,JJscarwash,121 Maple Leaf Dr,League City,77573,650,3,chain+street+zip,6.0,South,TX,2,37,3.29,1,1,Express Tunnel,https://jjscarwash.com/
1147.8,118.0,46.34,82.0,3053.369983,136.0,25.41120219,0.1,3.5,36,1.0,4.9,1.81,1645.0,,0.23,,3.0,7.0,107813.66,Green Ocean Car Wash,187 Teaticket Hwy,Falmouth,2536,583,1,chain+street+zip,4.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.greenoceancarwash.com/
1371.0,144.0,18.69,58.0,3157.498544,155.0,18.17677596,0.26,4.6,179,4.0,4.2,0.54,221.0,,1.11,,3.0,12.0,233771.92,Wash 37135,118 Henslee Dr,Dickson,37055,1517,3,chain+street+zip,3.0,South,TN,2,36,99.0,1,1,Express Tunnel,https://sswash.com/wash-37135-nolensville-williamson-county-tennessee/
1232.7,147.0,0.0,0.0,3694.074317,157.0,13.81666667,0.92,3.9,38,15.0,4.7,0.16,402.0,,1.16,0.9,2.0,7.0,155901.33,Total Package Car Wash,713 NE 13th Ave,Cape Coral,33909,1451,3,chain+street+zip,2.0,South,FL,2,7,99.0,1,2,Flex,https://www.totalpackagecarwash.com/about-us/
1247.0,156.0,123.41,120.0,2806.572142,127.0,19.3352459,0.42,3.0,2,2.0,4.2,0.2,140.0,,4.98,4.49,3.0,6.0,44155.96,Chagrin Auto Spa,8327 E Washington St,Chagrin Falls,44023,286,1,chain+street+zip,10.0,Midwest,OH,0,29,99.0,0,3,Hand Wash / Detail,https://www.chagrinautospa.com/
1033.9,116.0,87.78,116.0,2981.593786,119.0,19.06393443,0.04,3.8,48,13.0,,0.16,,,2.55,2.43,5.0,10.0,106936.81,Haffners,469 Haverhill St,Lawrence,1841,594,2,chain+street+zip,8.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.haffners.com/car-washes
800.1,111.0,7.35,47.0,3283.455578,165.0,18.76530055,0.6,4.1,308,8.0,,0.57,,,1.39,,2.0,2.0,32444.25,Edge Express,1696 E Dixon Blvd,Shelby,28152,446,4,chain+street+zip,2.0,South,NC,2,21,99.0,0,1,Express Tunnel,https://www.edgeexpresscarwash.com/
1252.3,129.0,10.99,8.0,3592.2268,172.0,17.53879781,0.71,2.8,11,9.0,4.9,1.51,71.0,,0.5,0.3,2.0,7.0,155226.61,FoamWorks Express,5200 Altama Ave,Brunswick,31525,511,6,chain+street+zip,3.0,South,GA,2,8,99.0,1,1,Express Tunnel,https://foamworkscarwash.com/
1121.6,131.0,65.1,91.0,2986.723206,136.0,16.90191257,0.61,4.4,40,11.0,4.2,0.57,70.0,,1.57,,1.0,3.0,182706.77,Wash Rite,2521 Murdoch Ave,Parkersburg,26101,1556,4,chain+street+zip,3.0,South,WV,2,44,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/
863.7,120.0,4.76,43.0,3340.330836,169.0,18.67185792,0.45,4.2,27,14.0,4.0,0.25,105.0,,0.67,1.18,4.0,8.0,164884.97,Sonic Suds,703 SE Main St,Simpsonville,29681,1272,2,chain+street+zip,4.0,South,SC,2,34,99.0,1,1,Express Tunnel,http://sonicsuds.mywashaccount.com/
1373.4,143.0,28.56,71.0,3180.913719,148.0,17.31557377,0.05,3.9,66,7.0,4.5,1.06,198.0,,2.89,,2.0,0.0,11948.3,Circle K,1830 E. Hwy 80,Somerset,42503,299,3,chain+street+zip,2.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.circlek.com/newcarwash
1144.5,139.0,0.0,0.0,3602.090919,170.0,15.52295082,0.16,3.6,179,10.0,3.5,0.96,1058.0,,2.26,0.4,1.0,5.0,219201.06,Express Wash,5430 Florida Ave S,Lakeland,33813,481,1,chain+street+zip,3.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://expresswashcarwash.com/
733.2,104.0,93.31,136.0,2994.19905,119.0,20.28770492,0.18,4.1,78,2.0,4.5,0.77,231.0,,,,2.0,5.0,69473.31,State Street Auto Wash,5232 N U.S. 23,Oscoda,48750,1326,2,chain+street+zip,3.0,Midwest,MI,0,17,99.0,0,3,Full Service,https://www.statestreetautoservice.com/
1156.1,125.0,8.19,38.0,3317.526014,175.0,15.94153005,0.45,3.7,48,12.0,4.2,0.75,976.0,,1.63,0.33,2.0,13.0,91225.0,Big Peach Car Wash,1935 Hwy 138 SE,Conyers,30013,68,7,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.bigpeachusa.com/
1337.1,151.0,57.19,42.0,2828.883203,127.0,13.83114754,0.2,3.5,37,5.0,5.0,1.12,132.0,1.85,,0.61,2.0,15.0,74609.21,Aloha Car Wash 2,13001 NE 177th Pl,Woodinville,98072,10,1,chain+street+zip,3.0,West,WA,4,42,1.85,0,1,Touchless,https://aloha-car-wash-company.com-place.com/
1033.9,116.0,87.78,116.0,2981.593786,119.0,19.06393443,0.09,3.8,168,8.0,4.2,0.11,46.0,,0.62,0.43,,9.0,93111.43,Haffners,96 Pleasant Valley St,Methuen,1844,596,6,chain+street+zip,5.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.haffners.com/car-washes
,,,,,,,0.1,5.0,7,,,,,,,,,,134827.62,Wet Rabbit Express Car Wash,1219 State Ave,Marysville,98270,1609,3,chain+street+zip,4.0,West,WA,4,42,99.0,1,1,Express Tunnel,https://www.wetrabbitexpress.com/
942.3,101.0,1.89,11.0,3368.528828,144.0,16.50819672,1.83,3.2,73,12.0,5.0,0.79,2.0,2.03,2.17,2.41,,7.0,148037.79,Champions Car Wash,20118 Stone Oak Parkway,San Antonio,78258,294,1,chain+street+zip,7.0,South,TX,2,37,2.03,1,1,Express Tunnel,https://www.championscarwash.com/
1016.4,112.0,2.73,21.0,3419.278422,142.0,14.68278689,0.09,5.0,8,11.0,4.7,1.38,217.0,3.1,1.24,2.6,2.0,1.0,70636.26,Express On Vaughn,6870 Vaughn Rd,Montgomery,36116,478,1,chain+street+zip,2.0,South,AL,2,0,3.1,0,1,Express Tunnel,https://www.expresswashonvaughn.com/
503.7,50.0,2.94,1.0,3713.091408,224.0,13.07431694,0.05,3.8,54,11.0,,0.42,,2.85,1.73,0.97,5.0,5.0,308670.99,Extreme Express,655 W San Carlos St,San Jose,95126,486,1,chain+street+zip,7.0,West,CA,4,3,2.85,2,1,Express Tunnel,https://www.extremeexpresscarwash.com/
1507.4,142.0,13.86,54.0,3188.019928,146.0,18.18087432,0.1,4.2,48,0.0,,,,,,,3.0,4.0,184921.1,Wash 37135,912 Oldham Dr,Nolensville,37135,1518,1,chain+street+zip,6.0,South,TN,2,36,99.0,1,1,Express Tunnel,https://sswash.com/wash-37135-nolensville-williamson-county-tennessee/
1154.2,126.0,7.49,39.0,3313.8516,165.0,15.0,0.15,4.0,51,7.0,4.6,0.1,353.0,,3.84,4.39,5.0,9.0,187306.84,Washbox Car Wash,180 W Grand Ave,Rainbow City,35906,1586,1,chain+street+zip,3.0,South,AL,2,0,99.0,1,1,Touchless,https://washboxva.com/
779.5,95.0,70.56,126.0,3106.607472,115.0,19.93278689,0.44,5.0,1,7.0,4.3,0.43,4.0,0.3,1.53,0.7,,3.0,124305.77,Roadrunner,5275 S Moorland Rd,New Berlin,53151,1179,2,chain+street+zip,3.0,Midwest,WI,0,43,0.3,1,1,Express Tunnel,https://roadrunnercarwash.com/
921.1,115.0,73.01,100.0,3091.082267,109.0,15.70519126,0.18,4.3,529,9.0,,0.21,,3.21,0.32,0.34,4.0,20.0,27144.09,Snappy Car Wash,3150 S Cicero Ave,Cicero,60804,1251,3,chain+street+zip,5.0,Midwest,IL,0,10,3.21,0,1,Express Tunnel,https://www.snappycarwash.net/
890.2,107.0,68.11,103.0,3064.691258,123.0,18.23934426,0.11,3.3,14,10.0,4.0,0.13,647.0,2.19,1.04,2.75,3.0,7.0,67883.85,Vics Car Wash,449 N Bolingbrook Dr,Bolingbrook,60440,1506,1,chain+street+zip,11.0,Midwest,IL,0,10,2.19,0,3,Hand Wash / Detail,https://vicscarwash508.com/
562.6,41.0,0.0,0.0,3619.422586,244.0,10.79180328,0.47,5.0,3,13.0,4.5,0.09,656.0,4.73,1.87,2.02,1.0,15.0,253607.14,Googie,8016 Santa Fe Springs Rd.,Whittier,90602,579,1,chain+street+zip,5.0,West,CA,4,3,4.73,2,1,Express Tunnel,https://www.googiecarwash.com/about-us/
1146.0,134.0,8.54,52.0,3325.986792,170.0,16.9784153,0.21,4.5,311,5.0,4.3,0.58,650.0,,0.61,,5.0,18.0,343027.18,Bamboo Carwash,240 Marketplace Blvd,Dawsonville,30534,51,1,chain+street+zip,6.0,South,GA,2,8,99.0,2,2,Self-Serve,https://bamboocarwash.com/
768.2,112.0,92.19,131.0,2929.876628,120.0,20.08715847,0.41,5.0,1,6.0,4.5,0.31,179.0,,1.52,,1.0,1.0,50709.24,Riverside,1370 S State Rd,Ionia,48846,1174,3,chain+street+zip,7.0,Midwest,MI,0,17,99.0,0,3,Full Service,
1156.1,125.0,8.19,38.0,3317.526014,175.0,15.94153005,0.48,4.2,16,11.0,4.7,0.6,255.0,,0.42,1.9,4.0,2.0,81188.56,Presto Conyers Car Wash,1356 GA-138,Conyers,30013,1115,1,chain+street+zip,3.0,South,GA,2,8,99.0,0,2,Flex,https://carwashfind.com/directory/georgia/conyers/presto-car-wash/
1160.1,98.0,29.75,66.0,3222.875772,150.0,18.50300546,0.19,4.2,222,7.0,3.8,0.8,204.0,,0.57,4.09,2.0,12.0,212275.79,Blue Iguana,3316 W Chestnut Expy,Springfield,65802,90,1,chain+street+zip,4.0,Midwest,MO,0,18,99.0,1,1,Express Tunnel,https://blueiguana.com/
873.5,86.0,14.28,54.0,3402.741308,158.0,23.44699454,0.85,2.8,4,0.0,,,,,,,,0.0,35255.42,Champs Car Wash,775 N Mustang Rd,Tuttle,73089,295,1,chain+street+zip,4.0,South,OK,2,30,99.0,0,1,Express Tunnel,https://champscarwash.com/express-wash/
1174.4,144.0,0.0,0.0,3691.068056,164.0,14.62595628,0.21,3.8,38,8.0,,0.21,,3.37,1.51,,6.0,2.0,186899.0,North Port Car Wash,14164 Tamiami Trail,North Port,34287,1079,1,chain+street+zip,7.0,South,FL,2,7,3.37,1,1,Express Tunnel,https://coastalexpresscarwash.com/north-port-wash-packages/
1089.1,118.0,5.74,43.0,3318.299164,166.0,17.45437158,1.11,4.2,103,12.0,,0.99,,2.11,3.75,2.21,,5.0,186588.42,Sonic Suds,2426 Laurens Rd,Greenville,29607,1270,1,chain+street+zip,4.0,South,SC,2,34,2.11,1,1,Express Tunnel,http://sonicsuds.mywashaccount.com/
1179.4,141.0,32.55,72.0,3217.371561,166.0,16.51448087,0.29,4.1,13,3.0,4.6,1.34,360.0,,0.46,1.19,3.0,14.0,71630.75,TruShine,203 Linden Square Dr,Bristol,24202,1458,1,chain+street+zip,6.0,South,VA,2,39,99.0,0,1,Express Tunnel,https://www.trushinecarwash.com/
973.7,130.0,58.8,125.0,2942.17735,134.0,20.54098361,0.24,3.6,123,13.0,4.5,1.64,186.0,,1.4,3.57,,1.0,88321.57,The Washery,127 Airport Rd,Hazleton,18202,1404,1,chain+street+zip,6.0,Northeast,PA,1,32,99.0,0,1,Express Tunnel,https://thewasherysystem.com/
1162.6,90.0,7.42,26.0,3441.807656,145.0,18.88251366,0.19,4.1,162,5.0,4.7,0.83,3686.0,2.33,0.23,0.98,2.0,7.0,165490.31,Snap Clean,619 E Belt Line Rd,Cedar Hill,75104,1243,2,chain+street+zip,5.0,South,TX,2,37,2.33,1,1,Express Tunnel,https://snapcleancarwash.com/
1129.1,135.0,9.03,44.0,3328.151714,171.0,16.35819672,0.62,4.2,116,12.0,4.6,1.07,133.0,,2.08,4.05,2.0,9.0,180345.0,Paradise Falls Carwash,1122 Richard D Sailors Pkwy,Powder Springs,30127,1098,1,chain+street+zip,5.0,South,GA,2,8,99.0,1,1,Express Tunnel,https://www.paradisefallscarwash.com/
1109.6,119.0,42.35,81.0,3032.306328,124.0,20.00245902,0.55,3.3,19,12.0,4.6,0.6,58.0,3.02,,2.95,4.0,20.0,74370.26,H2O Auto Spa,2545 HYLAN BLVD,STATEN ISLAND,10306,592,1,chain+street+zip,11.0,Northeast,NY,1,28,3.02,0,3,Hand Wash / Detail,https://www.h2oautospa.com/
303.0,74.0,16.87,51.0,3241.289331,105.0,14.44672131,0.25,4.2,121,13.0,3.7,0.45,32.0,3.06,2.03,0.35,6.0,8.0,178428.0,Autobahn Auto Care Center,3928 W Clearwater Ave,Kennewick,99336,44,1,chain+street+zip,3.0,West,WA,4,42,3.06,1,1,Express Tunnel,https://autobahnautocare.biz/
1074.9,122.0,5.81,35.0,3350.350244,172.0,16.18879781,0.29,4.3,28,1.0,4.9,0.27,2233.0,,,,3.0,2.0,229024.33,Big Peach Car Wash,3479 Hwy 81,McDonough,30252,69,5,chain+street+zip,2.0,South,GA,2,8,99.0,1,1,Express Tunnel,https://www.bigpeachusa.com/
1737.4,168.0,5.6,9.0,3433.949506,146.0,18.17978142,0.09,3.6,11,3.0,2.9,2.15,22.0,,4.28,,,0.0,123436.0,JJscarwash,2221 W Parkwood Ave,Friendswood,77546,652,1,chain+street+zip,7.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://jjscarwash.com/
1016.8,118.0,4.06,23.0,3385.549328,160.0,14.65081967,0.13,3.1,15,10.0,4.4,1.65,589.0,,0.95,2.45,1.0,5.0,105592.38,Autosport Car Wash,6628 Whittlesey Blvd,Columbus,31909,46,1,chain+street+zip,3.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.autosportwash.com/
401.8,41.0,0.0,0.0,3863.671978,146.0,11.50737705,0.94,3.9,106,14.0,,0.09,,2.5,2.09,1.12,2.0,6.0,144838.63,Rinse My Ride,515 E Union Hills Dr,Phoenix,85024,1151,2,chain+street+zip,2.0,West,AZ,4,2,2.5,1,1,Express Tunnel,https://rinsemyrideaz.com/
1200.6,114.0,50.89,92.0,2993.263531,132.0,17.20874317,0.42,5.0,1,8.0,3.5,0.78,4.0,4.9,,0.56,3.0,13.0,59538.94,Turnpike Car Wash,217 W Jericho Turnpike,Huntington Station,11746,1487,1,chain+street+zip,10.0,Northeast,NY,1,28,4.9,0,2,Flex,https://turnpikecarwash.com/
897.8,98.0,6.09,27.0,3403.8681,163.0,15.91448087,0.22,4.1,49,5.0,4.2,0.7,66.0,,0.11,,,6.0,64337.0,Mojo Xpress Wash,141 Hopkins Corner Dr,Waynesboro,30830,1028,2,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.mojosxpress.com.mojosxpress.com/home
321.9,50.0,19.88,49.0,3728.543978,150.0,20.06311475,0.34,3.0,1,11.0,5.0,0.09,1.0,,1.0,3.44,2.0,4.0,307162.41,Lonestar Suds Express,12606 Indiana Ave,Lubbock,79423,689,2,chain+street+zip,2.0,South,TX,2,37,99.0,2,1,Express Tunnel,https://lonestarsuds.com/locations/
1145.1,120.0,10.5,50.0,3198.040856,154.0,16.54480874,0.2,4.0,117,10.0,,0.8,,,4.08,0.25,4.0,11.0,291222.24,American Pride,8909 Six Forks Rd,Raleigh,27615,18,4,chain+street+zip,4.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://americanpridexpress.com/
1042.2,114.0,5.74,27.0,3339.204639,163.0,15.29562842,0.23,3.2,79,2.0,5.0,0.84,8.0,,4.43,,3.0,4.0,97309.62,FoamWorks Express,4701 Hartley Bridge Rd,Macon,31216,509,3,chain+street+zip,3.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://foamworkscarwash.com/
1324.1,171.0,0.0,0.0,3677.300844,154.0,15.68087432,0.03,3.8,130,12.0,4.6,0.43,1300.0,2.3,2.8,3.6,2.0,12.0,26187.89,Clean Car Wash,3975 N Federal Hwy,Boca Raton,33431,317,1,chain+street+zip,2.0,South,FL,2,7,2.3,0,1,Express Tunnel,https://www.mrcleancarwash.com/
1034.1,114.0,7.21,23.0,3366.067919,156.0,14.69863388,0.15,1.0,1,1.0,4.0,1.54,53.0,,3.87,,,0.0,255632.33,Crystal Clean Auto Spa,75 Old HWY 96,Bonaire,31005,389,1,chain+street+zip,2.0,South,GA,2,8,99.0,2,3,Full Service,https://crystalcleanautospa.com/
1093.9,71.0,12.67,5.0,3512.292442,107.0,17.4420765,0.32,4.1,425,12.0,4.0,0.61,2.0,0.13,2.91,3.04,1.0,10.0,96577.29,SasqWash,4603 Churn Creek Rd,Redding,96002,1213,1,chain+street+zip,2.0,West,CA,4,3,0.13,0,1,Express Tunnel,https://www.thesasqwash.com/
331.3,51.0,12.04,54.0,3739.814606,158.0,21.28688525,0.37,4.3,7,6.0,4.0,0.85,52.0,,0.1,,2.0,5.0,157391.57,Grime Scene,513 TX-114,Levelland,79336,588,1,chain+street+zip,3.0,South,TX,2,37,99.0,1,2,Mobile,https://community.thegrimescene.com/blogs/
1189.5,141.0,9.52,43.0,3367.486936,164.0,16.5510929,0.18,1.8,30,13.0,4.1,0.2,9.0,,2.56,3.5,4.0,10.0,58920.53,Blue Penguin Car Wash,2204 Roswell Rd,Marietta,30062,96,3,chain+street+zip,3.0,South,GA,2,8,99.0,0,1,Express Tunnel,http://bluepenguincarwash.mywashaccount.com/
969.8,135.0,0.0,0.0,3634.746064,157.0,14.18579235,0.58,4.3,1006,12.0,5.0,0.99,1.0,,0.14,1.91,,4.0,312832.0,Bubble Down,15305 N Nebraska Ave,Tampa,33613,244,1,chain+street+zip,3.0,South,FL,2,7,99.0,2,1,Express Tunnel,https://bubbledown.com/
1106.6,140.0,9.45,41.0,3335.640808,172.0,15.92021858,0.61,3.7,72,11.0,4.4,0.19,308.0,3.28,1.51,3.19,3.0,4.0,233253.22,Top Wash,5784 Peachtree Industrial Blvd,Atlanta,30341,1448,1,chain+street+zip,3.0,South,GA,2,8,3.28,1,1,Express Tunnel,https://www.topwash.services/
854.8,132.0,40.25,92.0,3173.933297,154.0,20.36420765,0.19,4.4,682,2.0,4.3,1.45,9.0,,0.26,,3.0,12.0,261533.94,Mountain Edge,200 E Commonwealth Dr,Wytheville,24382,1037,1,chain+street+zip,2.0,South,VA,2,39,99.0,2,1,Express Tunnel,https://www.mountainsedgecarwash.com/
961.4,120.0,39.34,75.0,3241.667017,154.0,15.96174863,0.19,4.0,35,7.0,4.3,2.31,92.0,,4.19,,2.0,4.0,189753.19,H2GLO CAR WASH,1905 Electric Rd,Cave Spring,24018,591,1,chain+street+zip,9.0,South,VA,2,39,99.0,1,1,Express Tunnel,https://www.h2glocarwash.com/home
1005.2,106.0,8.26,17.0,3398.293308,161.0,14.37459016,0.31,4.2,72,4.0,4.3,0.25,224.0,,0.09,,,3.0,85359.0,Go Clean Car Wash,1 Veteran Blvd,Eufaula,36027,559,3,chain+street+zip,2.0,South,AL,2,0,99.0,0,3,Full Service,https://gocleans.co/
1008.0,110.0,34.58,93.0,3022.467342,130.0,19.1431694,0.45,3.4,22,12.0,3.6,1.38,177.0,1.9,2.49,1.73,8.0,7.0,39464.44,LA Xpress Car Wash,444 North Franklin Street,Lancaster,17602,669,1,chain+street+zip,8.0,Northeast,PA,1,32,1.9,0,1,Express Tunnel,https://laexpresscarwash.com/
1109.6,119.0,42.35,81.0,3032.306328,124.0,20.00245902,0.06,3.8,80,14.0,3.3,0.71,3.0,3.23,2.48,0.62,8.0,13.0,60293.11,Flawless Auto Bath Inc,380 PORT RICHMOND AVE,STATEN ISLAND,10302,504,1,chain+street+zip,9.0,Northeast,NY,1,28,3.23,0,3,Hand Wash / Detail,http://flawlessauto.square.site/
497.1,79.0,52.5,154.0,2960.510556,123.0,21.04043716,0.32,5.0,1,13.0,5.0,1.1,6.0,,3.2,2.54,1.0,5.0,83201.3,Magic City Car Wash,619 N Broadway,Minot,58703,870,1,chain+street+zip,3.0,Midwest,ND,0,22,99.0,0,1,Express Tunnel,https://www.minotcarwash.com/
1474.6,167.0,10.01,8.0,3509.586731,149.0,15.63005464,0.73,3.9,21,8.0,5.0,0.61,15.0,,0.46,,1.0,10.0,107566.29,Rock & Roll Car Wash,8320 W Judge Perez Dr,Chalmette,70043,1182,1,chain+street+zip,21.0,South,LA,2,14,99.0,0,1,Express Tunnel,https://rocknrollexpresswash.com/open-now/
1437.7,91.0,10.29,27.0,3430.692128,137.0,16.65191257,0.36,4.0,60,14.0,5.0,0.71,2.0,,1.71,4.04,2.0,3.0,162858.77,Snap Clean,1060 W Kiest Blvd,Dallas,75224,1244,3,chain+street+zip,4.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://snapcleancarwash.com/
1253.1,111.0,22.96,44.0,3329.050119,140.0,17.23770492,0.21,4.3,21,6.0,4.5,0.09,594.0,,0.22,,1.0,9.0,97642.46,Gwatzilla Car Wash,1701 T P White Dr,Jacksonville,72076,590,1,chain+street+zip,2.0,South,AR,2,1,99.0,0,1,Express Tunnel,https://www.carwashhere.com/gwatzilla-wash-n-lube/
1359.7,129.0,11.27,49.0,3253.401447,157.0,16.60081967,0.32,3.8,55,9.0,,0.27,,2.95,1.8,2.8,3.0,7.0,38732.0,Mach 1 Express Wash,155 Plaza Blvd,Madison,35758,857,15,chain+street+zip,2.0,South,AL,2,0,2.95,0,2,Flex,https://mach1carwash.com/
169.9,28.0,0.84,26.0,3847.256142,115.0,15.10218579,0.37,5.0,2,7.0,3.8,0.53,46.0,,4.27,3.91,2.0,13.0,124202.2,Dino Dash Wash,575 N Dixie Dr,St. George,84770,420,1,chain+street+zip,2.0,West,UT,4,38,99.0,1,1,Express Tunnel,https://www.dinodashcarwash.com/locations/
1428.1,139.0,51.38,82.0,3094.392889,135.0,18.7931694,0.45,3.8,126,5.0,3.9,0.81,37.0,,0.56,,,8.0,30742.7,Nicholasville Cw,218 Blueberry Ln,Nicholasville,40356,1077,1,chain+street+zip,17.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.thomascarwash.com/
1516.1,138.0,16.73,54.0,3147.675083,136.0,16.82595628,0.08,3.1,17,6.0,3.7,2.42,148.0,,0.66,4.52,2.0,12.0,250119.57,Wash N Roll,2640 8th Ave S,Nashville,37204,1549,3,chain+street+zip,3.0,South,TN,2,36,99.0,2,1,Express Tunnel,https://www.mywashnroll.net/
767.8,120.0,13.02,75.0,3349.393592,169.0,19.02213115,0.17,3.0,1,11.0,4.9,0.26,1411.0,,1.89,2.64,2.0,4.0,225573.83,Heroes Car Wash,2000 Hendersonville Rd,Asheville,28803,623,3,chain+street+zip,3.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://www.heroescarwashusa.com/
1000.0,119.0,89.32,120.0,2966.076464,121.0,18.68278689,0.04,3.9,164,3.0,4.4,0.29,90.0,,0.92,1.89,3.0,13.0,90305.93,Haffners,73 Plaistow Rd,Haverhill,1830,602,8,chain+street+zip,8.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.haffners.com/car-washes
1131.4,136.0,57.75,94.0,2994.220342,137.0,17.09453552,1.39,3.9,7,0.0,,,,,4.38,4.62,,0.0,226852.0,Wash Rite,107 Crooked Run Ln,Marietta,45750,1564,2,chain+street+zip,3.0,Midwest,OH,0,29,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/
396.6,50.0,0.0,0.0,3632.002094,244.0,14.45874317,0.03,4.2,90,9.0,5.0,0.41,2.0,3.52,1.24,1.71,1.0,7.0,79196.0,Beach Bum Express,7602 El Camino Real,Carlsbad,92009,54,1,chain+street+zip,3.0,West,CA,4,3,3.52,0,1,Express Tunnel,https://www.beachbumexpress.com/
1029.7,153.0,120.82,129.0,2835.122308,115.0,22.86229508,0.81,3.8,162,6.0,4.3,0.81,258.0,,4.46,2.72,,5.0,242999.32,Seaway Car Wash,1341 Shelburne Rd,South Burlington,5403,1225,1,chain+street+zip,5.0,Northeast,VT,1,41,99.0,2,2,Flex,https://seawaycarwash.com/
1029.7,153.0,120.82,129.0,2835.122308,115.0,22.86229508,0.81,3.8,162,6.0,4.3,0.81,258.0,,4.46,2.72,,5.0,24212.07,Seaway Car Wash,1341 Shelburne Rd,South Burlington,5403,1226,3,chain+street+zip,5.0,Northeast,VT,1,41,99.0,0,2,Flex,https://seawaycarwash.com/
