site_key,panel_name,client_id,site_id,state,region,city,panel_lat,panel_lon,annual_washes,annual_year,monthly_washes,Name,Latitude,Longitude,client_name,_Match,__longitude,__latitude,__name,2025 Estimate,Growth 2025-2020,Growth 2030-2025,2025 Average Age,Labor Force,Average Household Income,Median Household Income,Renter-Occupied,1 vehicle,2 vehicles,3 vehicles,4 vehicles,5 or more vehicles,Total Vehicles Available in the Market,Average Number of Vehicles Available,"$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999",Median Household Income.1,Average Household Income.1,Current Year Estimated Owner-Occupied Housing Units by Value,Count of Car Wash Competitors,Nearest Car Wash Competitors-Name,2nd Nearest Car Wash Competitors-Name,3rd Nearest Car Wash Competitors-Name,Nearest Car Wash Competitors-Distance,Nearest Car Wash Competitors-Competitor Type,Nearest Car Wash Competitors-Car Wash Type,Nearest Car Wash Competitors-Website,2nd Nearest Car Wash Competitors-Distance,2nd Nearest Car Wash Competitors-Competitor Type,2nd Nearest Car Wash Competitors-Car Wash Type,2nd Nearest Car Wash Competitors-Website,3rd Nearest Car Wash Competitors-Distance,3rd Nearest Car Wash Competitors-Competitor Type,3rd Nearest Car Wash Competitors-Car Wash Type,3rd Nearest Car Wash Competitors-Website,Count of ChainXY VT - Mass Merchant,Nearest ChainXY VT - Mass Merchant-Chain Name,Nearest ChainXY VT - Mass Merchant-Distance,2nd Nearest ChainXY VT - Mass Merchant-Chain Name,2nd Nearest ChainXY VT - Mass Merchant-Distance,3rd Nearest ChainXY VT - Mass Merchant-Chain Name,3rd Nearest ChainXY VT - Mass Merchant-Distance,Count of ChainXY VT - Grocery,Count of ChainXY VT - Department Store,Nearest StreetLight US Hourly-ttl_overnight,Nearest StreetLight US Hourly-ttl_breakfast,Nearest StreetLight US Hourly-ttl_lunch,Nearest StreetLight US Hourly-ttl_afternoon,Nearest StreetLight US Hourly-ttl_dinner,Nearest StreetLight US Hourly-ttl_night,Nearest StreetLight US Hourly-Highway,2025 % HH with Income $50K+,client_id_1
bigdans_000378_1,Big Dan's Rome,bigdans_000378,1,GA,South,18 Shorter Ave NW,34.262307,-85.18479,258002.0,2025.0,21500.0,bigdans_000378,34.2623078,-85.1849294,Big Danu0027s,Lat/Lng,-85.1849294,34.2623078,Big Danu0027s,34383.22726379539,0.0267251757521539,0.0162322624854798,37.8668675195405,16410.914828999084,82135.13266188404,55814.14966650714,6315.7452271630755,4989.85754023667,3922.454125362448,1391.6559306108393,427.8380759807769,166.73537993093487,19554.762786371863,1.5663429900563386,986.5045427599688,659.7209357739193,505.37339197762776,323.410383171984,458.03325491340365,55814.14966650714,82135.13266188404,6173.289668645477,5,Big Dan's Car Wash,Take 5 Car Wash,Rocket Wash,0.019445403777654,National Chain,Express,www.bigdanscarwash.com,1.4214856328424983,National Chain,Express,www.take5.com,1.775562424289835,Tunnel Car Wash,Express,www.rocketwash.mywashaccount.c,1,Walmart USA,2.7342595547825184,,0.0,,0.0,4,0,1100,6660,5975,6352,6327,3577,primary,54.10509625251726,bigdans_000378
woodys_000289_15,Woodie's Bayshore,woodys_000289,15,FL,South,3011 W Gandy Blvd,27.893922,-82.492683,255644.0,2025.0,21304.0,woodys_000289,27.893964,-82.492682,Woodies,Lat/Lng,-82.492682,27.893964,Woodies,83023.91659942246,0.0741453597499201,0.0459594408169573,41.41113358234538,48058.434341059765,188897.6020764745,117529.5479529366,14624.069053227548,15461.74936335534,16003.859345469158,3899.265862603206,674.9346669465303,218.7331498125568,62960.67005895218,1.6799705576966313,3505.1024954039603,2772.819722683169,2415.9395076651126,2241.777380800806,5746.854901760817,117529.5479529366,188897.6020764745,22858.534300350584,4,Woodie's Wash Shack,Mister Car Wash,Bubble Down Car Wash (coming),0.0218663577679497,National Chain,Express,www.woodieswash.com,0.6425050797455747,National Chain,Full-Service/Ext.,www.mistercarwash.com,0.9869555003135873,Tunnel Car Wash,Express,www.bubbledown.com,2,Target,0.7710557644285658,Walmart USA,1.4497381373884617,,0.0,4,0,428,2875,2519,2921,2825,1400,secondary,80.56816180705931,woodys_000289
extremeexpress_000074_1,Extreme Express,extremeexpress_000074,1,CA,West,655 W San Carlos St,37.325052,-121.901106,253944.0,2025.0,21162.0,extremeexpress_000074,37.3245209,-121.9008608,Extreme Express,Lat/Lng,-121.9008608,37.3245209,Extreme Express,244809.3034008321,0.0338187066017818,0.0502511249610314,39.28772022290148,140250.6795530556,194807.35654883657,136319.0932184369,52089.21170232585,34377.41039988195,31927.162776117795,10216.318261664475,3938.334392284625,1564.2674656878226,152455.36563468858,1.6949523114906155,8211.290317551291,6865.392916233919,5908.777357349347,5962.331494756741,16526.261669084954,136319.0932184369,194807.35654883657,38203.79526408255,4,Extreme Express Car Wash,Pacific Hand Car Wash SJ,Classic Car Wash,0.0394568859877795,Tunnel Car Wash,Express,www.extremeexpresscarwash.com,2.283437335592405,Tunnel Car Wash,Full-service/detail,www.carwashpacific.com,2.704288735948985,Tunnel Car Wash,Full-service/ext./detail,www.classiccarwash.com,4,Target,0.9969474245180237,Walmart USA,1.733496539652854,Walmart USA,2.256189487752144,8,2,255,1495,1012,1034,908,641,primary,80.8191947656938,extremeexpress_000074
papabear_000353_1,Papa Bear Anderson,papabear_000353,1,SC,South,3436 Clemson Blvd,34.549367,-82.673463,250468.0,2025.0,20872.0,papabear_000353,34.549285,-82.673258,Papa Bear,Lat/Lng,-82.673258,34.549285,Papa Bear,32841.075555450865,0.0428835555904291,0.0057339285577172,41.816814073257845,16930.05709775351,93044.33238367023,67410.62301762839,5259.7579499071,4940.163979535573,5353.047792633413,2060.1270046969876,626.2897608763305,85.45784235768951,24759.088834187132,1.7491045315369007,1348.961775238742,846.4830252276734,694.5327692966675,512.1945114876144,603.6602118592709,67410.62301762839,93044.33238367023,8902.593707565335,4,Papa Bear Car Wash,Zips Car Wash,Papa Bear Car Wash,0.00203266247178,Tunnel Car Wash,Express,www.papabearcarwash.com,1.1901243375167831,National Chain,Express,https://zipscarwash.com,1.789445166837813,Tunnel Car Wash,Express,www.papabearcarwash.com,3,Target,0.3768041698401553,Walmart USA,0.5743596933553086,Walmart USA,2.3176332956137955,4,2,727,5139,5822,6006,5769,3002,primary,62.513818917241615,papabear_000353
riptideneuse_000337_5,Riptide Gastonia,riptideneuse_000337,5,NC,South,3711 E Franklin Blvd,35.257218,-81.11407,249165.0,2025.0,20764.0,riptideneuse_000337,35.2569432,-81.1146928,Riptide,Lat/Lng,-81.1146928,35.2569432,Riptide,47534.45526719911,0.0616530980029361,0.0076701391930697,41.375298873601544,25599.459291526407,99925.079952533,77069.2805090232,7744.893016057904,6370.230472614407,8408.42977324361,2956.2046645447845,662.1758622622583,239.8397352367174,35903.6061379686,1.8488082630377616,1976.273378107464,1535.9446357433917,1150.0705275668297,759.0991033604369,980.5253900982208,77069.2805090232,99925.079952533,11686.294812197912,4,The RipTide Car Wash,Sam's Xpress® Car Wash,Autobell Car Wash,0.0417932774849572,National Chain,Express,www.riptidecw.com,1.7286868013180638,National Chain,Express,www.samsxpresscarwash.com,2.081834755943684,National Chain,Full-service/ext., www.autobell.com,3,Walmart USA,0.656751056560287,Walmart USA,1.0796162079158034,Target,1.4574955314434337,6,1,174,3368,2721,3272,2897,1183,primary,68.78136386464054,riptideneuse_000337
luvcarwash_000457_52,Thousand Oaks,luvcarwash_000457,52,CA,West,2725 E Thousand Oaks Blvd,34.172246,-118.839434,245280.0,2025.0,20440.0,luvcarwash_000457,34.172404,-118.83919,Luv Car Wash,Lat/Lng,-118.83919,34.172404,Luv Car Wash,57135.17531656567,-0.041539398144825,0.0105446109745211,45.78636008417699,30386.04676222196,190764.80548948864,137649.63971981537,8189.456387286075,6527.289866541047,9042.000948146915,3665.9074475546367,1607.980806627078,514.3303634359036,44612.58914918662,1.9784190397777932,1974.4488419296688,1700.4062625307124,1610.2040326702408,1422.2714800052345,4171.988266395405,137649.63971981537,190764.80548948864,14452.150657307357,4,California Speed Wash,Village Hand Wash,Janss Mall Touchless Car Wash,0.0094219544755644,Tunnel Car Wash,,,0.5006204747138024,National Chain,,,2.312634914865095,National Chain,,,0,,0.0,,0.0,,0.0,4,2,281,3281,3784,3735,3074,1542,primary,81.44382644362766,luvcarwash_000457
tsunamicarwash_000122_8,Portage-Willow Creek,tsunamicarwash_000122,8,IN,Midwest,3105 Willowcreek Rd,41.560352,-87.183627,244368.0,2025.0,20364.0,tsunamicarwash_000122,41.5624984,-87.1819425,Tsunami Car Wash,Lat/Lng,-87.1819425,41.5624984,Tsunami Car Wash,49615.76449453365,0.0173627703073347,0.0242567892104034,40.40923057358667,25032.23591173184,93612.37104329649,77559.13469060074,5546.022356449859,5999.373281486798,7567.414910360472,3272.8880743411137,1091.320113378577,326.7702722646063,36951.99914006842,1.9401149152810813,2338.012823102996,1562.5825517746853,1007.2647967563244,718.7300134974066,740.8699467565166,77559.13469060074,93612.37104329649,13503.804241542588,3,Tsunami Express Car Wash,Portage Car Wash,Tsunami Express Car Wash,0.0138968698738254,National Chain,Express,www.tsunamiexpress.com,0.90645479915122,Tunnel Car Wash,Full-Service/Ext./Detail,www.portagecarwashin.com,1.261636037301051,National Chain,Express,www.tsunamiexpress.com,1,Walmart USA,1.026951950014226,,0.0,,0.0,1,0,596,3879,3537,4307,3546,1885,secondary,68.10436874678236,tsunamicarwash_000122
papabear_000353_4,Papa Bear Anderson 2,papabear_000353,4,SC,South,1500 Pearman Dairy Rd,34.53198,-82.696329,242282.0,2025.0,20190.0,papabear_000353,34.531945,-82.696336,Papa Bear,Lat/Lng,-82.696336,34.531945,Papa Bear,32438.823547259788,0.0416488454172711,0.0040287321782195,41.65034376835565,16823.64089913969,82813.49287967423,58554.29512067328,5043.948677637149,5115.009534824523,5107.494664052618,1978.3777401938569,542.5684477164177,111.9232402103953,23995.022075428977,1.7117159369230743,1330.7176390689565,734.342287090607,523.1085863223998,342.2135138895828,456.0894116272684,58554.29512067328,82813.49287967423,8984.364730504924,3,Papa Bear Car Wash,Papa Bear Car Wash,Zips Car Wash,0.0233366964682672,Tunnel Car Wash,Express,www.papabearcarwash.com,1.7817349361580763,Tunnel Car Wash,Express,www.papabearcarwash.com,1.9649049144389397,National Chain,Express,https://zipscarwash.com,2,Target,1.5284267844982746,Walmart USA,2.0272739020978796,,0.0,3,2,368,3265,3249,3551,3319,1622,secondary,56.70719139219652,papabear_000353
championxpresscw_000216_23,Santa Fe,championxpresscw_000216,23,NM,West,4410 Rodeo Rd,35.638651,-106.016948,240547.0,2025.0,20046.0,championxpresscw_000216,35.637909,-106.0123587,Champion Xpress CW,Lat/Lng,-106.0123587,35.637909,Champion Xpress CW,58718.71047149575,0.0355485598441862,0.0496997807143262,42.251276041893696,31266.39379501127,94927.8125103543,73369.15095265278,7649.6758045370225,8359.05453510012,8614.099290136946,3826.1240412771,1226.887944120448,307.42361089237966,43510.295070149004,1.8649643693029003,2548.17048541177,1667.4922649625223,1171.7416355103487,1061.3090422758833,1061.255892111221,73369.15095265278,94927.8125103543,15737.77381027129,4,Squeaky Clean Car Wash,Oilstop Full Services Car Wash,Speedy Shine Express,0.3338551521721402,Tunnel Car Wash,,,0.712694910888944,Tunnel Car Wash,,,1.5418915218915623,Tunnel Car Wash,,,3,Target,0.0990211698350221,Walmart USA,1.2254730307333708,Walmart USA,1.6735645559833,1,2,8,279,601,657,473,104,tertiary,64.98410641048409,championxpresscw_000216
papabear_000353_3,Papa Bear Easley,papabear_000353,3,SC,South,5260 Calhoun Memorial Hwy,34.826488,-82.561558,239890.0,2025.0,19991.0,papabear_000353,34.8261106,-82.561879,Papa Bear,Lat/Lng,-82.561879,34.8261106,Papa Bear,31119.786732308337,0.1086888696143865,0.0469893269757936,42.668079262682774,15697.187507083056,97273.5630940812,70733.72553821722,3724.282581759034,3471.1638408066938,4962.742323991843,2427.8944167187437,726.8460505307885,377.9542875789339,25477.487378964433,1.9709295026472504,1368.6186459967869,1046.1052981404357,634.4454795034835,332.7525063530775,560.1130973122781,70733.72553821722,97273.5630940812,9300.673175718051,4,Papa Bear Car Wash,Tiger Express Wash of Easley L,Premier Carwash & Lube,0.0024104888597227,Tunnel Car Wash,Express,www.papabearcarwash.com,0.1415647418084019,Tunnel Car Wash,Express,www.tigerxpresswash.com,1.1398378438470125,Tunnel Car Wash,(Temporarily closed),,1,Walmart USA,0.7228863839733366,,0.0,,0.0,3,0,734,4805,3953,4174,4035,2629,trunk,64.42605759503371,papabear_000353
luvcarwash_000457_51,Hollywood,luvcarwash_000457,51,CA,West,7955 W Sunset Blvd,34.098382,-118.363165,238555.0,2025.0,19880.0,luvcarwash_000457,34.09821,-118.36309,Luv Car Wash,Lat/Lng,-118.36309,34.09821,Luv Car Wash,242991.55858176667,-0.0250034765027021,0.0355023900057561,42.17716267373947,154713.88743227313,177408.85133841733,109695.67168379165,94535.73297700702,69007.52951922169,36788.31137279954,5671.979773987492,1138.226231699431,777.5615889681503,168040.8044584217,1.2928636022191078,12264.59871195085,9826.535907211392,8069.021010079596,6202.9084889502265,18734.642150430387,109695.67168379165,177408.85133841733,35588.15176568934,7,LUV Car Wash,Santa Palm Car Wash,Elite Street Shine Car Wash,0.0136476813113352,National Chain,Express,www.luvcarwash.com,1.3740890545316435,Tunnel Car Wash,Full-Service/Detail,www.santapalmcarwash.com,1.515139994653376,Tunnel Car Wash,Full-Service/Ext./Detail,www.elitestreetshine.com,4,Target,1.2074847395833803,Target,1.20865988309895,Target,1.7434166776414315,10,4,4600,7575,6045,6677,7350,7707,secondary,75.84032133332487,luvcarwash_000457
1003646autowash_1,Sonny's Car Wash,1003646autowash,1,MA,Northeast,30A Main St,42.382831,-70.992881,237094.0,2025.0,19758.0,1003646autowash,42.3829074,-70.9931067,The $3 Car Wash,Lat/Lng,-70.9931067,42.3829074,The $3 Car Wash,158349.88189038073,0.0061882486298741,0.0198913918692437,38.93425410289459,92787.39994604824,126397.03419697292,97553.61730102598,36544.122899126334,26475.6088323959,13936.022958033376,2965.3206580943806,599.0878521529958,341.0434050792828,67345.18515675419,1.1487141608710196,5731.871484355779,4850.297376291106,4336.696395515002,3685.2323017497984,5655.709820766995,97553.61730102598,126397.03419697292,22140.785374387913,3,Fazio Car Wash,ScrubaDub Car Wash,Barn Car Wash,0.0213450921201141,Tunnel Car Wash,,,1.7181010787110018,National Chain,Exterior/detail,www.scrubadub.com,2.8687462743873624,Tunnel Car Wash,Express/IBA/Detail,www.barncarwash.net,1,Target,1.2635637577428964,,0.0,,0.0,0,0,1694,5089,3633,3993,4000,3035,secondary,73.70729908061763,1003646autowash
5029060raccoon_1,RACCOON EXPRESS CW,5029060raccoon,1,NH,Northeast,495 Lafayette Rd,42.889235,-70.871647,235219.0,2025.0,19602.0,5029060raccoon,42.8895778,-70.8721911,Raccoon Express Car Wash,Lat/Lng,-70.8721911,42.8895778,Raccoon Express Car Wash,15367.92072673433,0.0484323219490735,0.0273583222702355,47.10857524517051,8122.73860607855,138592.95991976617,107260.47756897916,1429.8069616768043,2040.5112616319675,2638.507550832582,1044.3026788050774,327.8275119564496,169.0835922549013,12607.16240881267,1.962139249039744,812.3779264634941,539.6421983374748,385.0261578748468,407.39752274472266,734.910761390347,107260.47756897916,138592.95991976617,5013.709567627404,1,Raccoon Express Car Wash,Raccoon Express Car Wash,,0.008847456895508,Tunnel Car Wash,Express/SS,www.raccoonexpresscarwash.com,0.008847456895508,Tunnel Car Wash,Express/SS,www.raccoonexpresscarwash.com,0.0,,,,1,Walmart USA,0.4499261891097509,,0.0,,0.0,1,0,406,3977,4164,4286,3326,1378,primary,76.22127172253784,5029060raccoon
bluecowcw_000193_1,Blue Cow Car Wash,bluecowcw_000193,1,MT,West,10 Commons Way,48.219324,-114.329766,232838.0,2025.0,19403.0,bluecowcw_000193,48.2193245,-114.3297656,Blue Cow Car Wash,Lat/Lng,-114.3297656,48.2193245,Blue Cow Car Wash,36941.09488920949,0.1307680644486301,0.0683834143919077,41.39381401752525,19114.04388740461,94817.0719250798,74190.48454001977,5147.951392653165,4381.981936132826,6569.189767000498,2148.695922607614,877.0091340881772,432.2255214281613,29635.61338145018,1.9555288375967903,1533.678240993002,1086.731276979146,803.7413075728691,534.4248796937172,685.6082817106508,74190.48454001977,94817.0719250798,10114.399479365384,3,Blue Cow Car Wash,Pro Clean CarWash,Costco Car Wash,0.0106821513897666,Tunnel Car Wash,Express,www.bluecowmt.com,1.4914413930990524,Tunnel Car Wash,Express (touchless),https://procleancarwashkalispe,2.0668870471489287,National Chain,Exterior,www.costco.com/car-wash,2,Walmart USA,0.8735488703810653,Target,1.137972061831404,,0.0,1,1,37,736,857,801,328,76,unclassified,66.22032892708586,bluecowcw_000193
wetrabbitexpcw_000325_4,Wet Rabbit Lake Stevens,wetrabbitexpcw_000325,4,WA,West,600 91st Ave NE,48.001615,-122.108618,231730.0,2025.0,19311.0,wetrabbitexpcw_000325,48.0016812,-122.108917,Wet Rabbit Express Car Wash,Lat/Lng,-122.108917,48.0016812,Wet Rabbit Express Car Wash,58189.75265955203,0.0838266098989452,0.0718679198838284,37.63885785817493,32060.78056411026,159100.98492858614,137038.39702728414,4211.684294622624,3047.250084910658,8797.533957961248,4359.982220140169,1665.5964727040846,1218.1915884063346,46475.608494101674,2.4091178009201855,2339.933551789029,2210.259228180395,1999.6754531221231,1618.3961817467352,2782.8906904370524,137038.39702728414,159100.98492858614,15256.543491088436,1,Wet Rabbit Express Car Wash,,,0.0142565467815159,Tunnel Car Wash,Express,www.wetrabbitexpress.com,0.0,,,,0.0,,,,1,Target,0.4003201149877983,,0.0,,0.0,2,0,170,1323,1655,1846,1772,833,tertiary,90.25559693953338,wetrabbitexpcw_000325
washu_000647_6,WashU Des Plaines,washu_000647,6,IL,Midwest,1360 Lee St,39.827273,-86.346568,231081.0,2025.0,19257.0,washu_000647,42.0282741,-87.8949696,Wash U,Lat/Lng,-87.8949696,42.0282741,Wash U,117466.2938015454,-0.036757000723855,-0.0102964458882203,43.28273903097248,63579.11019285314,125281.67197444846,96922.09701497112,13759.0362556146,16897.900152846705,17298.646745827515,5743.420396369882,1391.628103703144,548.546942213783,77034.70195949287,1.7114803523189015,5189.776807761053,3944.783237303607,3110.279412508011,2465.254010928562,3979.6129799748305,96922.09701497112,125281.67197444846,31315.73430873512,9,Speedy Shine Car Wash,Citgo Car Wash,Mobil Express,0.0027027065409813,Tunnel Car Wash,Express,www.speedyshineillinois.com,0.7733229335153321,Tunnel Car Wash,Exterior/⛽ ,www.citgo.com,0.8793981250203335,Tunnel Car Wash,Express/⛽ ,www.exxon.com,1,Target,1.5718940826004035,,0.0,,0.0,2,0,987,4536,3613,3973,3642,2301,primary,76.31148604732716,washu_000647
edgeexpress_000446_1,Edge Express Dumfries,edgeexpress_000446,1,VA,South,17000 Jefferson Davis Hwy,38.582632,-77.310795,228339.0,2025.0,19028.0,edgeexpress_000446,38.0311991,-77.5164995,Edge Express,Lat/Lng,-77.5164995,38.0311991,Edge Express,9562.041852167808,0.115034445956592,0.0430691052309667,38.794616364422474,5342.215635834727,104840.85147302983,89796.60434493236,592.7173661077395,614.8810572833754,1215.6006576535292,832.1826855810359,523.0420156433247,128.67606412200257,8278.178812516853,2.41039411814898,445.67328105447814,321.61554977018386,262.3567368951626,185.73277137475088,169.69514600839466,89796.60434493236,104840.85147302983,2847.315707372036,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,1,0,213,1456,1362,1849,1477,602,primary,77.034782327788,edgeexpress_000446
americanpride_000238_4,American Pride Six Forks,americanpride_000238,4,NC,South,8909 Six Forks Rd,35.902215,-78.653304,222633.0,2025.0,18553.0,americanpride_000238,35.9021965,-78.6533587,American Pride,Lat/Lng,-78.6533587,35.9021965,American Pride,59950.405383362435,0.0079241789780038,-0.0508722470551167,43.021066174028306,32325.45047362987,156399.025529651,111199.38530134014,8804.062285059365,9005.648320896202,11625.612560849751,3782.861637638998,1091.0387925037649,360.6241933340207,49772.734492197866,1.8695071289694185,2397.257565527106,1899.2925816685893,1984.5338151231408,1770.4219269114546,3549.0673868800513,111199.38530134014,156399.025529651,17834.089551432524,4,American Pride Xpress Carwash,Autobell Car Wash,Rocket Wash Express (Coming),0.0031628860871473,Tunnel Car Wash,Express,https://americanpridexpress.co,1.9575685057335803,National Chain,Full-Service/Ext.,www.autobell.com,2.016009084004116,National Chain,Express,www.rocketcarwashexpress.com,1,Target,0.262382128350544,,0.0,,0.0,7,0,342,4693,3054,3109,2599,1001,primary,80.51617562374933,americanpride_000238
carolinacarwash_000283_8,Heroes Express Salisbury,carolinacarwash_000283,8,NC,South,1420 E Innes St,35.654361,-80.45651,220510.0,2025.0,18376.0,carolinacarwash_000283,35.654461,-80.456657,Heroes Car Wash,Lat/Lng,-80.456657,35.654461,Heroes Car Wash,31084.995849096507,0.0459545366613332,-0.0199330361543944,40.91485412934427,14484.23399761296,85759.26243998602,61303.17315177986,5820.58686142799,4761.345176666451,4116.072973858099,1650.2790209369268,558.7161592437187,186.3052335831453,21110.718992084032,1.6807972881807154,1105.5951346016373,616.2589578345651,474.8051907327608,386.5745514112641,541.3212840678752,61303.17315177986,85759.26243998602,6761.964964585553,4,Heroes Car Wash,The RipTide Car Wash,Sam's Car Wash,0.0225163176148936,Tunnel Car Wash,Express,www.heroesexpress.com,0.5577976921076648,National Chain,Express,www.riptidecw.com,1.99741499443877,Tunnel Car Wash,Full-Service/Ext./Detail,www.samscarwashkl.com,1,Walmart USA,0.5563125126948348,,0.0,,0.0,5,0,317,2523,1867,1896,1736,814,primary,57.56115255718567,carolinacarwash_000283
washu_000647_8,WashU Carol Stream,washu_000647,8,IL,Midwest,640 E North Ave,39.827273,-86.346568,214058.0,2025.0,17838.0,washu_000647,41.9021704,-88.0981085,Wash U,Lat/Lng,-88.0981085,41.9021704,Wash U,111792.14889327007,-0.0301797639816598,-0.0257871399921771,40.314062614406005,62545.62199714285,154582.77256651473,114714.21785531704,11797.548514690016,12052.413218466563,17092.90905973158,5546.812226408278,2044.64567825431,412.90726910950616,73121.78707571933,1.8721751311703247,4437.19838430977,3495.343283066002,3172.5963794620475,2625.1859304247773,4721.326949440583,114714.21785531704,154582.77256651473,27300.093938509526,9,Wash U Carwash,The PRIDE Car Wash,Sudz Car Wash and Detail,0.0738213569473092,Tunnel Car Wash,Express,www.washucarwash.com,0.4063928355610521,Tunnel Car Wash,Express,www.thepridestores.com,1.0880559800184928,Tunnel Car Wash,Express/Detail,www.sudzcarwashanddetail.com,2,Walmart USA,2.414755564965988,Target,2.422204918186486,,0.0,2,1,1932,7439,5097,5964,5266,3193,primary,82.07069516744049,washu_000647
tsunamicarwash_000122_7,La Porte,tsunamicarwash_000122,7,IN,Midwest,821 Pine Lake Ave,41.628288,-86.73706,213712.0,2025.0,17809.0,tsunamicarwash_000122,41.628196,-86.736398,Tsunami Car Wash,Lat/Lng,-86.736398,41.628196,Tsunami Car Wash,24387.600974878413,-0.0577389362494592,-0.0014450703470622,40.93916136309995,12616.00335153041,91921.36177254576,71769.27715661313,3218.4614325980656,3276.560523398104,3776.562788677402,1394.9718214801978,580.3254476638976,171.37823561020195,18192.7945339001,1.8495468895301983,956.8593184995698,686.686780537595,515.2874522821512,383.66141252673697,418.3064433984691,71769.27715661313,91921.36177254576,6639.597370090545,1,Tsunami Express Car Wash,,,0.0349705882354746,National Chain,Express,www.tsunamiexpress.com,0.0,,,,0.0,,,,1,Walmart USA,2.3198398752046128,,0.0,,0.0,2,0,881,5130,3837,4633,3464,1667,primary,66.87008309937086,tsunamicarwash_000122
tsunamicarwash_000122_6,Gary,tsunamicarwash_000122,6,IN,Midwest,3251 Grant St,41.559651,-87.354697,210494.0,2025.0,17541.0,tsunamicarwash_000122,41.559651,-87.354697,Tsunami Car Wash,Lat/Lng,-87.354697,41.559651,Tsunami Car Wash,56311.73922643706,-0.0069829805474006,-0.0099514687854633,39.70525026473143,23389.976851563493,60749.495541593504,43028.737837412475,10441.260162623948,10360.253578380332,5817.21580430062,2131.024964818498,668.7512101673055,499.5864271972096,33560.69705809234,1.460771529086179,1404.9431036851602,911.2211515562376,653.24317247211,398.0531633582432,269.98358824453317,43028.737837412475,60749.495541593504,12577.544000077876,2,Tsunami Express Car Wash,Hy-Speed  Car Wash,,0.0345722598513564,National Chain,Express,www.tsunamiexpress.com,2.2218654990831825,Tunnel Car Wash,,,0.0,,,,0,,0.0,,0.0,,0.0,2,0,781,2705,1976,2326,1967,1428,tertiary,44.17388523912376,tsunamicarwash_000122
192616splash_9,Benton - Congo Rd,192616splash,9,AR,South,2620 Congo Rd,34.588387,-92.56944,209359.0,2025.0,17447.0,192616splash,34.5891113,-92.5698852,Splash Car Wash,Lat/Lng,-92.5698852,34.5891113,Splash Car Wash,37991.85894056992,0.0290830470027191,0.0782970557146233,39.02285241247762,20332.781818769057,96440.6411042779,73854.2235898238,4822.292030688026,5427.7181059500435,6518.351986363181,2189.976256322756,587.9730107186479,155.51815884344978,28163.833684736514,1.8318862987820672,1656.6362806845573,1115.5844441830995,966.12954620237,699.8506775088608,621.6920949836494,73854.2235898238,96440.6411042779,10553.380142169306,4,Splash Car Wash & Express Lube,Splash Express Lube,Club Car Wash,0.0150686954329663,National Chain,,,0.6202129148947053,National Chain,,,1.4783053635480494,National Chain,Express,www.clubcarwash.com,2,Walmart USA,1.0091245862050306,Target,2.4863803280686216,,0.0,2,0,86,1011,783,955,894,383,tertiary,70.36995164466131,192616splash
americanpride_000238_6,American Pride Glenwood,americanpride_000238,6,NC,South,6450 Glenwood Ave,35.858959,-78.705657,205431.0,2025.0,17119.0,americanpride_000238,35.8589743,-78.705637,American Pride,Lat/Lng,-78.705637,35.8589743,American Pride,76772.2525947243,0.0211113265205358,-0.0272790489543847,40.62088891701005,45148.17566424701,149526.8477131731,109246.25712264456,15982.417195281712,14402.299967909406,15194.22199846631,4079.8352394069807,844.7014841976634,225.22024478111416,61535.15684375919,1.6919293141647027,3589.8485393339506,2799.5179109574383,2614.892736143607,2148.097088247421,4693.017174103079,109246.25712264456,149526.8477131731,20433.35465232008,1,American Pride Express Carwash,American Pride Express Carwash,,0.0041537745103129,Tunnel Car Wash,Express,https://americanpridexpress.co,0.0041537745103129,Tunnel Car Wash,Express,https://americanpridexpress.co,0.0,,,,2,Walmart USA,0.2382247426717144,Target,1.1410433090048455,,0.0,4,1,110,467,684,713,748,447,tertiary,79.91815158859197,americanpride_000238
smittyscw_000489_12,Smitty's Car Wash Champaign,smittyscw_000489,12,IL,Midwest,1703 S Neil St,40.095698,-88.245452,205140.0,2025.0,17095.0,smittyscw_000489,40.0957032,-88.2454763,Smittyu0027s Car Wash,Lat/Lng,-88.2454763,40.0957032,Smittyu0027s Car Wash,109611.96336392728,0.0379529911738326,0.0177750543276272,33.97626767346274,52373.838790515256,84525.33104335995,56749.70157869129,25860.870038902613,20044.565505105373,12548.032785434809,2717.593274423005,581.2036628775204,237.1309790759842,56803.880446134,1.2604695980278733,3525.047836981681,2358.9104818906344,1816.778834080873,1366.26822430436,2143.6402810220425,56749.70157869129,84525.33104335995,19315.912573504324,5,Smitty's Car Wash,Rainstorm Car Wash,Rainstorm Car Wash,0.0083637301368268,National Chain,Express,www.smittyscarwash.com,0.414236359722447,National Chain,Express,www.rainstormcarwash.com,2.353230816885417,National Chain,Express,www.rainstormcarwash.com,1,Target,1.289657060689633,,0.0,,0.0,1,0,762,4991,5131,5320,4878,2869,primary,54.50071229286962,smittyscw_000489
