source_file,open_year,open_observed,mature_ok,mature_wash,plateau_loo,era_anchor,n_era,nmat_loo,traffic_count,pay,vac,tos,css,pay_choice,act_y1,nobs_y1,pf_y1,cs_y1,act_y2,nobs_y2,pf_y2,cs_y2,act_y3,nobs_y3,pf_y3,cs_y3,act_y4,nobs_y4,pf_y4,cs_y4,act_y5,nobs_y5,pf_y5,cs_y5,ramp_y1,ramp_y2,ramp_y3,ramp_y4,ramp_y5
Sonny's Express Exterior Proforma_0695w0000097m9tAAA.xlsx,2020.0,False,True,20066.0,11287.048719902185,,0,2,34673.0,0.1,0.05,0.15,1.1,2,11750.166666666666,12.0,7228.442202316176,8509.8261628374,17015.416666666668,12.0,9540.645763926632,11033.19303298602,20149.5,12.0,10429.609463341912,11189.564024003816,20075.833333333332,12.0,10811.180541269056,10788.210947905942,19959.333333333332,12.0,11664.69479452714,10853.376473177408,0.7539460822767803,0.9775091174658841,0.991363136784687,0.9558044104907022,0.9615778882959819
Sonny's Express Exterior Proforma_0695w0000097obzAAA.xlsx,2020.0,False,True,2776.0,5591.596707656516,,0,2,25702.0,0.1,0.05,0.05,1.1,2,2493.0833333333335,12.0,5658.833278137256,5193.5338345655,3851.5,12.0,7468.956966485509,5556.280787386535,3655.0833333333335,12.0,8084.047540196079,5308.417231794624,3628.0833333333335,12.0,8379.805377032522,5144.840858379535,3052.4166666666665,12.0,9041.368959429825,5102.227788371526,0.9288105180142995,0.9936841081150178,0.9493562410403925,0.9201022762129389,0.9124813635763642
Sonny's Express Exterior Proforma_0695w0000097tEHAAY.xlsx,2023.0,True,True,18425.0,10144.734182011216,2865.1666666666665,1,4,43116.0,0.1,0.1,0.05,1.0,2,15941.416666666666,12.0,8920.763805882352,7787.631726058527,17738.583333333332,12.0,11774.300054347828,9712.771996508369,17738.166666666668,12.0,12871.387777058824,10822.407253151969,20283.5,4.0,13342.29220792683,12455.355651197991,,,14395.63106644737,13498.829798924024,0.7676526152718387,0.957420058746457,1.0668004758904783,1.2277656001360786,1.3306242979594611
Sonny's Express Exterior Proforma_0695w0000097wpaAAA.xlsx,2020.0,True,True,11070.0,11061.136368003898,,0,9,24621.0,0.15,0.15,0.125,1.25,3 OR MORE,8869.583333333334,12.0,5662.105852941176,8116.913267284478,12365.083333333334,12.0,7473.276358695653,10505.95133162982,13955.0,12.0,8250.497100000002,10946.742851873942,12245.916666666666,12.0,8552.34455487805,11127.0323399629,11536.166666666666,12.0,9227.52965131579,11125.375213942976,0.7338227282654199,0.9498075949971977,0.9896580683643991,1.0059574323800597,1.0058076172105517
Sonny's Express Exterior Proforma_0695w000009med9AAA.xlsx,2025.0,True,False,16761.0,7565.146817241549,,0,0,20078.0,0.1,0.1,0.075,1.025,2,16736.75,12.0,4477.289181029412,5769.4771594561025,17639.0,1.0,5909.465533967392,7408.396740425475,,,6524.0499494999995,7441.250961706101,,,6762.73470375,7081.575929171177,,,7296.634811940789,7082.332575399506,0.762639152793046,0.9792799689678423,0.9836228088458139,0.9360791138952814,0.9361791312837878
Sonny's Express Exterior Proforma_0695w000009mphMAAQ.xlsx,2023.0,True,True,7975.5,11537.82046275747,10.25,3,12,35430.0,0.1,0.1,0.15,1.15,2,6621.75,12.0,8173.092046875,8512.550383642842,8469.583333333334,12.0,10787.4662109375,10969.023492753571,9111.416666666666,12.0,11675.84578125,11685.450028151605,7092.833333333333,6.0,12103.010870807928,12290.44412252,,,13058.511729029606,12538.835250577353,0.7377953584145469,0.9507015235815205,1.0127952732381875,1.065231008074003,1.0867594352894485
Sonny's Express Exterior Proforma_0695w000009mpupAAA.xlsx,2022.0,True,True,3259.0,7156.959197807139,,0,0,13981.0,0.05,0.05,0.05,0.9000000000000001,1,3041.5,12.0,2724.854751397059,5866.400386221899,2946.0,12.0,3596.469780570653,6936.001367811532,2963.5,12.0,3892.649644852942,7392.540838500172,3045.3333333333335,9.0,4035.063656250001,8159.829770730362,,,4353.621313322369,8678.333624218643,0.8196777743289829,0.9691268562683286,1.03291644316838,1.1401252326868787,1.2125727399532538
Sonny's Express Exterior Proforma_0695w000009ncIkAAI.xlsx,2024.0,True,False,7971.5,9495.646362681824,15119.666666666666,3,10,50556.0,0.1,0.1,0.075,0.975,2,8080.833333333333,12.0,9959.360072426469,6331.66551920562,7307.111111111111,9.0,13145.118108016302,9113.50407450814,,,14369.933818786769,9547.497821487788,,,14895.663104839938,9421.28951232028,,,16071.636507853618,9436.868381149854,0.6667966852777137,0.9597560530818087,1.005460550743522,0.9921693745194883,0.9938100073141972
Sonny's Express Exterior Proforma_0695w00000A9eDQAAZ.xlsx,2023.0,True,True,18178.5,9099.209987031523,,0,0,20640.0,0.1,0.1,0.15,1.1,2,12442.416666666666,12.0,4689.778305882353,7000.201632240529,16980.416666666668,12.0,6189.924782608697,8715.179581751778,18217.833333333332,12.0,6699.683294117648,8950.35131894133,21778.0,4.0,6944.793658536587,9012.777445635662,,,7493.066842105264,8983.660928988696,0.7693197148123225,0.957795192568687,0.9836404843604718,0.9905010938840793,0.9873011988724834
Sonny's Express Exterior Proforma_0695w00000AA9l6AAD.xlsx,2022.0,True,True,4555.5,7397.095535277145,,0,0,18949.0,0.1,0.05,0.075,1.15,2,4599.833333333333,12.0,4601.53196742647,5407.15497313001,6781.25,12.0,6073.450578125,7196.127188174859,5650.5,12.0,6705.089438249998,7331.548330720943,4694.333333333333,12.0,6950.397588429877,7066.014926243745,4986.0,1.0,7499.1131875164465,7072.184179589051,0.7309835255395849,0.9728314517307696,0.9911387916725418,0.9552418097813583,0.9560758200108983
Sonny's Express Exterior Proforma_0695w00000AAVe5AAH.xlsx,2023.0,True,True,14962.0,10129.92437813315,,0,4,40502.0,0.1,0.1,0.15,1.25,2,10929.833333333334,12.0,10265.00482077206,7683.988586054845,14329.416666666666,12.0,13548.531207540762,9677.829047094476,15869.25,8.0,14957.578453124996,10840.388183766949,,,15504.806933117376,12515.643715242692,,,16728.870638363485,13574.1323394507,0.758543528976564,0.9553703152992351,1.070135153937322,1.235512057943833,1.3400033240872313
Sonny's Express Exterior Proforma_0695w00000AOKRXAA5.xlsx,2024.0,True,False,5591.5,15015.241322171403,,0,6,55269.0,0.1,0.05,0.075,1.075,2,53.0,2.0,11659.398383795957,9857.19452640092,6273.2,10.0,15388.957494140624,14379.410523784249,,,16656.283405422797,15255.051859531066,,,17265.659627572408,15460.82108985114,,,18628.738019222863,15735.683970632634,0.6564792609657131,0.9576543070640968,1.015971141070211,1.0296751652616996,1.0479807572188287
Sonny's Express Exterior Proforma_0695w00000AP7usAAD.xlsx,2021.0,True,True,3283.5,8765.414165765362,,0,6,48996.0,0.0,0.1,0.075,1.0,LIVE PERSON,1968.9166666666667,12.0,9805.754415882351,6365.427662563919,2910.4166666666665,12.0,12942.377722826088,8518.725899011182,3679.1666666666665,12.0,14008.220594117647,8545.225104839485,3514.75,12.0,14520.716469512196,8041.426013230862,3305.0833333333335,12.0,15667.08882236842,7925.921006962243,0.7261981627091906,0.9718566331163612,0.974879788135299,0.9174039995323731,0.9042266408720441
Sonny's Express Exterior Proforma_0695w00000CDgIcAAL.xlsx,2020.0,False,False,0.0,6049.448200054524,,0,6,37666.0,0.1,0.1,0.075,0.95,2,12467.916666666666,12.0,7025.44200990196,4120.501730076341,12543.0,12.0,9272.710727355072,5823.6661751420215,888.25,8.0,10036.345728431372,6023.908248747368,,,10403.529108739836,5846.015001903169,,,11224.860354166663,5815.396737518818,0.6811367903008415,0.9626772529583,0.99577813538317,0.9663716108603886,0.9613102790873395
Sonny's Express Exterior Proforma_0695w00000CE2D0AAL.xlsx,2025.0,True,False,2093.0,7384.824588979415,,0,0,10005.0,0.05,-0.25,0.125,0.8,1,2039.9166666666667,12.0,1547.1939947058827,5768.849895916405,2138.0,1.0,2042.1038750000005,6963.390008449388,,,2232.379906647059,7357.427453752328,,,2314.0523422560977,7363.881719594233,,,2472.020480263158,7387.848822580028,0.7811762928703039,0.9429323505992347,0.9962900763725691,0.997164066778724,1.000409520031813
Sonny's Express Exterior Proforma_0695w00000CFRZEAA5.xlsx,2022.0,True,True,2276.0,3290.0014799068554,3240.875,4,4,25596.0,0.05,0.05,0.075,0.8000000000000003,1,2684.0,12.0,4188.549515294119,2961.956455747652,2866.0833333333335,12.0,5528.365043478262,3156.1311521772363,2625.75,12.0,5983.642164705884,3149.694058381215,2250.5555555555557,9.0,6202.555902439027,3068.012640498983,,,6692.231368421056,3055.8536908931633,0.9002903110643917,0.9593099490844579,0.957353386500722,0.9325262189808627,0.928830491279803
Sonny's Express Exterior Proforma_0695w00000D8SHiAAN.xlsx,2020.0,True,True,7312.5,8705.079082945807,,0,11,26100.0,0.15,0.1,0.075,1.15,3 OR MORE,7426.5,12.0,6618.925455882352,6512.149007319026,9485.833333333334,12.0,8736.159374999997,8296.08986908554,9068.416666666666,12.0,10495.724651470588,8805.369608831394,9288.583333333334,12.0,10879.714577743902,9259.061675698407,8015.416666666667,12.0,11738.639412828948,9456.431153953628,0.7480861397430646,0.9530171742309014,1.0115209207096196,1.0636390074661024,1.0863119178870875
Sonny's Express Exterior Proforma_0695w00000D8vi4AAB.xlsx,2025.0,True,False,4595.0,6426.810872440843,,0,1,21841.0,0.1,0.1,0.075,1.075,2,4231.714285714285,7.0,4928.188786397059,5449.091493996304,,,6504.597000679347,6116.082418895952,,,7040.269694852941,6434.6570821306805,,,7297.840537347561,6666.174789249136,,,7873.985842927631,6953.755676954427,0.8478686555664566,0.9516512217782318,1.0012208558561266,1.0372445870213363,1.081991646397003
Sonny's Express Exterior Proforma_0695w00000DyF6PAAV.xlsx,2021.0,True,True,4180.0,9689.199592726629,,0,9,24297.0,0.1,0.1,0.15,1.2,2,4548.0,12.0,6179.04510485294,7257.358190200755,4703.083333333333,12.0,8155.571955163042,9235.999323793914,5003.5,12.0,8915.479365573528,9626.259805650518,4231.916666666667,12.0,9150.153900914633,9826.664699380552,4418.333333333333,12.0,9872.534472039471,9854.88251523928,0.7490152432868264,0.9532262428288796,0.9935041293686057,1.0141874574198175,1.0170997532796233
Sonny's Express Exterior Proforma_0695w00000DzJq4AAF.xlsx,2020.0,True,True,2229.0,8693.738042368825,,0,2,39007.0,0.1,0.1,0.075,0.875,2,2457.5,12.0,7263.1034,7058.658381655557,4189.25,12.0,9586.394239130435,8410.167315241843,5888.083333333333,12.0,10583.379240000002,8453.29698059054,6547.5,12.0,10863.021374390246,8399.280158108464,6352.416666666667,12.0,11720.628325,8343.362531131914,0.8119244388610828,0.9673821863800124,0.9723431899366535,0.9661298876472556,0.9596979447126932
Sonny's Express Exterior Proforma_0695w00000EPxlQAAT.xlsx,2022.0,True,True,24086.0,11381.620867271127,12186.708333333332,2,2,51924.0,0.1,0.1,0.15,1.05,2,8950.0,12.0,11942.850251911766,8464.40412005804,19776.166666666668,12.0,15763.078748641305,11101.860439973709,23692.083333333332,12.0,17061.214645588236,11300.51520542751,24294.25,8.0,17685.405425304878,10933.972509717163,,,19081.621643092105,10998.01616212421,0.7436905708569325,0.9754199836244858,0.9928739796563735,0.9606691909022188,0.9662961269207264
Sonny's Express Exterior Proforma_0695w00000EwmfXAAR.xlsx,2022.0,True,True,4832.0,5549.806330258204,2361.8333333333335,1,1,10789.0,0.1,0.1,0.125,1.2,2,3722.0,12.0,2621.236735147059,4877.765737489161,3950.4166666666665,12.0,3459.7068709239124,5452.433932285317,4278.583333333333,12.0,3931.855102720588,5345.701055135826,4686.833333333333,12.0,4036.887236707316,5272.978326727384,4508.0,6.0,4355.588860657895,5254.620424208553,0.8789073793251131,0.9824548115414403,0.9632229914024979,0.9501193398368659,0.9468114942245349
Sonny's Express Exterior Proforma_0695w00000FIVssAAH.xlsx,2022.0,True,True,9407.0,8455.505358459768,,0,1,31463.0,0.1,0.1,0.075,1.175,2,7173.916666666667,12.0,7108.64696275245,6371.0535293061685,8996.666666666666,12.0,9382.530929098732,7942.353675509531,9331.416666666666,12.0,10155.209946789217,8661.040038411045,9752.25,12.0,10526.74201801321,8996.960821051813,10833.5,4.0,11357.800598382675,9174.05110382709,0.7534799233415307,0.9393115300392038,1.0243077937081122,1.064035848791736,1.0849796333755988
Sonny's Express Exterior Proforma_0695w00000FT0KlAAL.xlsx,2022.0,True,True,3499.5,5538.203608158975,17506.5,1,3,15592.0,0.1,0.15,0.15,1.125,2,1895.5454545454545,11.0,3679.095772058823,4099.524832318562,3286.5,12.0,4855.949388586957,5398.16633308835,3755.6666666666665,12.0,5466.085147058824,5609.669090917738,3904.6666666666665,12.0,5666.063871951221,5624.9770549137065,3823.0,2.0,6113.384703947369,5777.736907554801,0.7402264565136379,0.9747143144278193,1.0129040908957336,1.0156681575641053,1.0432510821817642
Sonny's Express Exterior Proforma_0695w00000HGlE6AAL.xlsx,2021.0,True,True,41.0,7146.384039715595,,0,0,19130.0,0.1,0.1,0.15,1.2250000000000003,2,6600.833333333333,12.0,5223.116103097427,5365.357322936681,6968.083333333333,12.0,6893.864421790084,6981.045445915654,6926.833333333333,12.0,7610.826321656252,7049.469675075615,397.0,9.0,7811.925391130909,6740.887144470712,,,8428.656343062297,6743.567103519472,0.7507793162414774,0.9768640206178284,0.9864386850606707,0.9432584516881043,0.9436334607883523
Sonny's Express Exterior Proforma_0695w00000IU8STAA1.xlsx,2024.0,True,False,7624.5,10602.178278462394,8733.75,3,8,18598.0,0.1,0.1,0.075,1.025,2,4526.916666666667,12.0,4564.73481165625,8092.62559848027,8868.75,8.0,6024.8829035835615,10140.350177504271,,,6651.470725556251,10384.765779617635,,,6827.2209683046885,10385.893583027026,,,7366.212097381373,10302.571451279708,0.7632983888716426,0.9564402626678807,0.9794936009247819,0.9795999756130553,0.9717410121473512
Sonny's Express Exterior Proforma_0695w00000IUcprAAD.xlsx,2021.0,True,False,539.0,4139.215305443811,,0,8,31594.0,0.1,0.1,0.075,0.775,2,737.0,12.0,5732.778400613971,3397.4586005706983,427.875,8.0,7566.555342425272,4102.4895523123005,,,8353.477098037501,4019.927881038038,,,8574.199053879953,3744.072900763189,,,9251.109505502056,3744.679260678328,0.8207977478490742,0.991127363420016,0.9711811501448381,0.9045368806592546,0.9046833721728372
Sonny's Express Exterior Proforma_0695w00000IV7VYAA1.xlsx,2020.0,False,False,2265.0,7235.235715121282,,0,4,39503.0,0.1,0.05,0.075,0.875,2,2385.5,12.0,7503.022032294731,6292.693597663693,3148.25,4.0,9903.057030202674,7093.348785662077,,,10397.04481617984,7001.397686396379,,,10888.53197369601,6950.627728151827,,,11748.1529189878,6946.060257384011,0.8697288997112116,0.9803894530813048,0.9676806619808954,0.960663619241231,0.9600323376980091
Sonny's Express Exterior Proforma_0695w00000IWL8vAAH.xlsx,2020.0,False,False,792.0,7466.089167733743,,0,1,26995.0,0.1,0.05,0.15,1.1,2,996.0,11.0,6269.469654411765,6238.2029807501385,1108.4,5.0,8274.921127717393,7262.233627570648,,,8956.385220588238,7212.156056848468,,,9284.057850609755,7112.691456179025,,,10017.009786184211,7051.860037006933,0.8355382370344343,0.9726958069233758,0.9659884706463593,0.9526662883853572,0.944518593145527
Sonny's Express Exterior Proforma_0695w00000JZlgYAAT.xlsx,2025.0,True,False,5985.5,6996.549038689627,,0,0,17860.0,0.1,0.1,0.125,1.1,2,5080.5,12.0,4318.999752941177,5978.471913951496,,,5700.543152173915,6835.487033631517,,,6231.699643529412,6779.457061975961,,,6459.688654878049,6649.217911639676,,,6969.664075000001,6632.575347062894,0.8544886744724647,0.9769797932998873,0.9689715636218387,0.9503567937379879,0.9479781118357028
Sonny's Express Exterior Proforma_0695w00000Lzv2xAAB.xlsx,2024.0,True,False,1624.5,7192.664665580512,,0,2,23014.0,0.1,0.1,0.075,1.2,2,1352.2727272727273,11.0,5803.72128617647,5627.1194117221685,1365.8,5.0,7660.191138586957,6910.175338462152,,,8373.940712911763,6954.0272436624255,,,8680.304397530488,6848.20331253954,,,9365.59158680921,6750.839807579756,0.7823414093875333,0.9607253583682035,0.9668221121081799,0.9521093545915823,0.9385728546313237
Sonny's Express Exterior Proforma_0695w00000M2PM8AAN.xlsx,2023.0,True,True,622.5,7894.98532798245,,0,2,44093.0,0.1,0.05,0.15,0.8500000000000001,2,1371.0,12.0,8174.911095312498,6620.560962882493,1146.5,12.0,10789.86712890625,7684.819387736165,785.8333333333334,12.0,11912.013310312504,8131.891877766793,309.5,2.0,12347.818675323935,8946.697763034359,,,13192.032284446956,9511.451790505487,0.8385779944918993,0.9733798187690879,1.0300072184991487,1.133212715585967,1.204745974231737
Sonny's Express Exterior Proforma_0695w00000M3aHzAAJ.xlsx,2022.0,True,True,8619.5,8051.032122568201,,0,0,31586.0,0.1,0.1,0.075,1.2,2,8633.5,12.0,8028.928950000001,6626.792076629264,10311.833333333334,12.0,10597.18883152174,7635.7030995292125,9813.25,12.0,11469.8985,7893.61906934018,8359.444444444445,9.0,11889.528932926827,7780.332587805035,,,12828.17595394737,7810.733904608797,0.8230984519430015,0.9484129467233448,0.9804480902781683,0.9663770395345516,0.9701531164823187
Sonny's Express Exterior Proforma_0695w00000NQGu9AAH.xlsx,2023.0,True,True,7164.5,9122.799801870073,2223.5833333333335,1,8,34076.0,0.1,0.15,0.075,0.775,2,5918.083333333333,12.0,5739.9064509191185,7121.483190196891,7068.916666666667,12.0,7575.96348335598,8760.981072307193,7442.222222222223,9.0,8363.863685625001,9108.90595266572,,,8669.858698513723,9421.154008124124,,,9354.321227343751,9558.944429301131,0.7806247363596717,0.9603390694281474,0.9984770191710768,1.0327042369375343,1.0478081988976293
Sonny's Express Exterior Proforma_0695w00000NQbdyAAD.xlsx,2023.0,True,False,2527.0,7315.280589786044,6238.208333333333,4,11,56003.0,0.1,0.1,0.05,0.8500000000000001,2,2732.0833333333335,12.0,10183.480514374996,5016.459179762808,0.0,1.0,13440.929250339675,7049.129878137338,,,14547.82930625,7272.5156789639,,,15080.06696379573,7054.454005001632,,,16270.59856620066,7020.538663610117,0.6857507539446998,0.9636171561183423,0.9941540300064697,0.9643449650928508,0.9597087326236725
Sonny's Express Exterior Proforma_0695w00000NQsShAAL.xlsx,2023.0,True,True,3570.0,7774.244047891132,,0,0,17402.0,0.1,0.1,0.125,1.2,2,2156.5,12.0,4360.582923529412,6201.361985031224,3259.3333333333335,12.0,5755.427771739131,7495.7470159337245,3670.25,8.0,6229.404176470588,7605.982681215326,,,6457.309207317074,7619.152148126101,,,6967.09677631579,7594.058268079661,0.7976803849775499,0.9641769630279418,0.9783565623050579,0.980050549119679,0.9768227265954753
Sonny's Express Exterior Proforma_0695w00000NRHDmAAP.xlsx,2024.0,True,True,11451.5,5652.749611707792,,0,3,48159.0,0.1,0.1,0.125,0.925,2,7659.166666666667,12.0,9462.07714921875,4415.809104297129,12477.5,12.0,12488.766423658288,5330.162455146133,14096.166666666666,6.0,13517.2530703125,5792.275800497836,,,14011.786719226371,6072.813428413793,,,15117.98040758635,6264.739317307041,0.7811789673385229,0.9429327002396273,1.0246828885717956,1.074311414012745,1.1082640745897743
Sonny's Express Exterior Proforma_0695w00000NRsyVAAT.xlsx,2023.0,True,True,5832.0,7866.479475913844,,0,31,49504.0,0.1,0.1,0.05,0.85,2,2889.1666666666665,12.0,9101.7745,6042.447645829333,5135.916666666667,12.0,12013.211684782606,7532.36324653917,6171.25,12.0,13392.61105,7871.75951529983,5564.0,2.0,13747.80225,8156.079719380598,,,14833.155059210529,8272.659205840886,0.7681260294812358,0.9575265872875287,1.0006712074190434,1.0368144662874255,1.0516342451754577
Sonny's Express Exterior Proforma_0695w00000NRw9rAAD.xlsx,2023.0,True,True,11265.0,14582.712724913175,26186.25,1,4,32005.0,0.15,0.15,0.15,1.175,3 OR MORE,6882.583333333333,12.0,7904.395457077208,11154.917249844915,10931.416666666666,12.0,10432.820090862771,13952.884239806885,12287.3,10.0,11404.913445211396,14789.322906092057,,,11822.166376133768,15647.02232624624,,,12755.49530056538,16069.300118395227,0.7649411642586774,0.9568099230241099,1.014168158221063,1.0729843357275217,1.101941759501465
Sonny's Express Exterior Proforma_0695w00000NS2LnAAL.xlsx,2023.0,True,True,5116.5,7283.433251223257,,0,22,32000.0,0.15,0.1,0.075,1.025,3 OR MORE,3839.4166666666665,12.0,6947.932352941174,5688.026807468105,5481.75,12.0,9170.40760869565,6995.105258467662,5574.0,12.0,10024.87382352941,7308.172408951593,5387.0,3.0,10391.6375,7616.860647362722,,,11212.029934210525,7764.393158482232,0.7809540653801966,0.9604131756535051,1.0033966340975502,1.0457788771639345,1.0660347792956293
Sonny's Express Exterior Proforma_0695w00000NS46vAAD.xlsx,2025.0,True,False,7276.0,9383.294240292656,8301.0,3,4,31000.0,0.1,0.15,0.075,1.15,2,6960.75,8.0,7679.90125,6824.70684445007,,,10136.515625,9121.371128651035,,,11081.000374999998,8868.86157182296,,,11486.4028277439,8000.729899458825,,,12270.51891447368,7709.401433050724,0.7273252516311599,0.9720862305993878,0.9451756861400893,0.8526568276099683,0.8216092595653566
Sonny's Express Exterior Proforma_0695w00000NTLEfAAP.xlsx,2025.0,True,False,5188.0,11086.640982465016,9010.0,6,7,50002.0,0.15,0.15,0.075,1.05,3 OR MORE,4830.571428571428,7.0,11148.936748455882,7927.481677398345,,,14715.211546875003,10749.44383069586,,,15927.05249779412,10626.645776091098,,,16509.749540396344,9783.537267533256,,,17813.150819901315,9508.731679583509,0.7150481096967695,0.96958527363676,0.9585090554387518,0.8824618099392963,0.8576747181245267
Sonny's Express Exterior Proforma_0695w00000NTSyBAAX.xlsx,2022.0,True,True,6284.5,11072.066122929,7787.0,1,6,44494.0,0.1,0.05,0.15,1.0,2,5066.5,12.0,9519.164138235294,7853.731353515291,6679.5,12.0,12564.114157608696,10722.411694010008,6816.833333333333,12.0,13734.793970882356,10629.755126035883,5910.454545454545,11.0,14237.28643323171,9815.621877649915,,,15361.282730592107,9546.54800726045,0.709328436654754,0.9684201281823185,0.9600516297516377,0.8865212480372449,0.8622192011200714
Sonny's Express Exterior Proforma_0695w00000NTTWNAA5.xlsx,2020.0,False,True,7005.5,11176.60568754442,,0,6,32002.0,0.1,0.15,0.075,1.025,2,3486.0833333333335,12.0,6933.6780336764705,8106.7421796131375,7351.416666666667,12.0,9151.59367798913,10860.084777721668,8282.25,12.0,9905.254333823532,10680.314612594417,7227.333333333333,12.0,10267.6416875,9778.100025930746,6099.416666666667,12.0,11078.244978618422,9490.624855468552,0.7253313220710256,0.9716800503953098,0.9555955458370438,0.8748720585917946,0.8491509068844774
Sonny's Express Exterior Proforma_0695w00000OuG88AAF.xlsx,2023.0,True,True,5533.0,6857.509799227923,,0,0,16714.0,0.1,0.1,0.075,1.1,2,1115.5833333333333,12.0,3878.913839705882,5292.760575787017,2704.8333333333335,12.0,5119.684415760869,6728.246468685459,5586.916666666667,12.0,5652.131594999999,6730.255643467243,5056.5,2.0,5858.916897256097,6381.0618949140235,,,6321.462968092105,6380.288037254999,0.7718196153920073,0.9811501063320365,0.9814430953091737,0.9305217319022216,0.9304088836990573
Sonny's Express Exterior Proforma_0695w00000Q9fLQAAZ.xlsx,2024.0,True,False,3398.5,5640.466699525113,3870.5833333333335,3,4,17895.0,0.1,0.1,0.15,1.15,2,2619.9166666666665,12.0,4186.06155882353,4278.564023115545,3449.8571428571427,7.0,5525.081249999999,5518.895132323339,,,6039.888820588235,5578.1725108418495,,,6260.860362804878,5361.905803266968,,,6755.1388124999985,5389.405028821738,0.758547873968615,0.978446541097032,0.9889558449678449,0.9506138567786249,0.9554892025646543
Sonny's Express Exterior Proforma_0695w00000ShakSAAR.xlsx,2023.0,True,True,9766.0,6337.822995638882,5198.166666666667,1,2,8983.0,0.1,0.1,0.15,1.2,2,6494.166666666667,12.0,2145.1760677941174,5333.155249187985,9199.083333333334,12.0,2831.3659279891303,6173.248580053879,9615.5,12.0,3064.5372397058823,5939.149262199878,6417.0,1.0,3176.6544557926827,5592.831941661864,,,3427.4429654605265,5398.776669001505,0.8414806240025606,0.9740329738305648,0.937096107967462,0.8824531618365401,0.8518345609709289
Sonny's Express Exterior Proforma_069f2000005RKKcAAO.xlsx,2020.0,True,True,6490.5,8168.372401515611,,0,1,20053.0,0.1,0.05,0.15,1.175,2,5940.166666666667,12.0,4485.545671696079,6414.223839191582,9259.5,12.0,5920.363075996377,7706.57402210835,7075.416666666667,12.0,6407.922388137255,8300.08293262572,6705.25,12.0,6642.358573069106,8581.758355190888,6380.416666666667,12.0,7166.75530252193,8788.931454546184,0.7852511521146424,0.9434650678608169,1.0161244522942747,1.0506081179157032,1.0759709551091758
Sonny's Express Exterior Proforma_069f2000005RXyRAAW.xlsx,2020.0,False,True,6697.0,8107.079473466578,,0,0,14299.0,0.1,0.1,0.15,1.35,2,6543.083333333333,12.0,3539.627029852941,6812.349105017231,9405.666666666666,12.0,4671.867974184784,7707.086476329304,9075.583333333334,12.0,5056.610042647059,7895.88337665565,3151.75,8.0,5241.607971036586,7732.104094894875,,,5655.419126644738,7764.481796864212,0.8402963270945064,0.9506612709982184,0.973949176457176,0.9537471687802064,0.957740925357443
Sonny's Express Exterior Proforma_069f2000005YrmtAAC.xlsx,2024.0,True,False,6740.5,9705.140093338448,11054.25,5,12,23500.0,0.1,0.1,0.15,1.05,2,5285.833333333333,12.0,5046.999099264706,7313.166551086971,7559.0,7.0,6661.411854619565,9261.065639480432,,,7282.098700367648,9583.854389007882,,,7548.516945503051,9693.18612490895,,,8144.4524938322365,9671.1237402215,0.7535353926633873,0.9542433752025047,0.9875029414141259,0.9987682848145899,0.9964950167859712
Sonny's Express Exterior Proforma_069f2000005ZqijAAC.xlsx,2024.0,True,True,4533.0,7203.725068158916,,0,0,13385.0,0.1,0.05,0.05,0.8999999999999999,2,2844.9166666666665,12.0,2354.9218627941173,5799.3452534983435,5135.25,12.0,3108.2043220108694,6815.106988592618,4814.666666666667,3.0,3364.1740897058826,7112.015475049634,,,3487.253629573171,7057.00643463767,,,3762.563126644736,7082.562422613984,0.8050481103355746,0.946053177225763,0.9872691430833964,0.979632949323711,0.9831805566705369
Sonny's Express Exterior Proforma_069f2000005aZWaAAM.xlsx,2020.0,True,True,6108.5,7103.734437601391,,0,2,36267.0,0.1,0.1,0.075,0.925,2,9216.583333333334,12.0,6505.02321048897,5785.816074040871,12904.916666666666,12.0,8585.822560427989,7031.556396822071,11379.916666666666,12.0,9292.89030069853,6822.087945294336,9260.166666666666,12.0,9632.8740921875,6261.087480571629,8207.0,12.0,10393.36415209704,6200.044251492535,0.8144752770339313,0.9898394229945777,0.9603523337223522,0.8813797215490666,0.8727866034341804
Sonny's Express Exterior Proforma_069f2000005bE4vAAE.xlsx,2020.0,True,True,7362.0,8270.007616229504,,0,9,48096.0,0.1,0.1,0.075,1.025,2,4049.181818181818,11.0,9349.622804117646,5792.227063969938,10136.75,12.0,12340.340657608693,7993.782792075734,8747.416666666666,12.0,13356.604005882353,8281.935271929267,8068.583333333333,12.0,13845.26025,8120.3489915561395,9154.0,12.0,14938.307111842105,8158.7021822049965,0.7003895682759665,0.9665992055906101,1.0014422786838013,0.9819034477816361,0.9865410723678082
Sonny's Express Exterior Proforma_069f2000005bnKZAAY.xlsx,2020.0,False,True,3007.5,7818.09006834269,,0,0,15231.0,0.0,0.05,0.05,0.875,LIVE PERSON,1822.3333333333333,12.0,2631.195194044117,6142.464798659496,3079.5833333333335,12.0,3472.8507995923906,7376.526368592927,3322.9166666666665,12.0,3796.43877997794,7775.799608027766,3217.0833333333335,12.0,3935.3328816844514,7770.09882685907,3098.1666666666665,12.0,4246.017056554277,7795.917082329502,0.7856733223798227,0.9435202593101658,0.9945906915953594,0.9938615133537604,0.9971638871106164
